year,month,day,title,links
1001,2,10,بازپس‌گیری هرمز,"[{'text': 'بازپس\u200cگیری هرمز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%BE%D8%B3%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D9%87%D8%B1%D9%85%D8%B2'}]"
1001,11,5,فتح بغداد طی نبرد شاه عباس بزرگ با امپراتوری عثمانی,[]
1018,2,27,بین ایران و امپراتوری عثمانی عهدنامه زهاب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه زهاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B2%D9%87%D8%A7%D8%A8'}]"
1046,9,4,شهر شماخی، واقع در شمال منطقه قفقاز، به وسیله یک زلزله شدید ویران شد و ۸۰ هزار نفر در این شهر را به کام مرگ فرستاد.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شماخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%A7%D8%AE%DB%8C'}, {'text': 'قفقاز', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%81%D9%82%D8%A7%D8%B2'}]"
1070,8,2,به رسمیت شناختن حاکمیت هخامنشیان بر قبرس، در زمان اردشیر یکم (پسر خشایارشا)، با امضای قراردادی میان دولت ایران و رئیس هیئت اعزامی یونان در شوش، عهدنامه کالیاس.,"[{'text': 'اردشیر یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DB%8C%DA%A9%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خشایارشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B4%D8%A7%DB%8C%D8%A7%D8%B1%D8%B4%D8%A7'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شوش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B4'}, {'text': 'عهدنامه کالیاس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%DA%A9%D8%A7%D9%84%DB%8C%D8%A7%D8%B3'}, {'text': 'قبرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A8%D8%B1%D8%B3'}, {'text': 'هخامنشیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}]"
1081,7,4,نبرد سالامیس میان شاهنشاهی هخامنشی و دولت شهر های یونان در ۴ و ۵ مهر,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'شاهنشاهی هخامنشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'نبرد سالامیس', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%B3%D8%A7%D9%84%D8%A7%D9%85%DB%8C%D8%B3'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}, {'text': '۵ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1'}]"
1100,12,17,نبرد گلون‌آباد,"[{'text': 'نبرد گلون\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%AF%D9%84%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]"
1100,12,17,آغاز سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]"
1101,8,1,پایان سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]"
1102,6,30,بین ایران و امپراتوری روسیه پیمان سن پترزبورگ (۱۷۲۳) امضا شد,"[{'text': 'امپراتوری روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پیمان سن پترزبورگ (۱۷۲۳)', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D8%B3%D9%86%D8%AA_%D9%BE%D8%AA%D8%B1%D8%B2%D8%A8%D9%88%D8%B1%DA%AF_(%DB%B1%DB%B7%DB%B2%DB%B3)'}]"
1108,8,21,نبرد مورچه خورت,"[{'text': 'نبرد مورچه خورت', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%88%D8%B1%DA%86%D9%87%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AA'}]"
1110,10,20,بسته شدن عهدنامه احمد پاشا بین دودمان صفوی از ایران و امپراتوری عثمانی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه احمد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]"
1110,11,12,امضا شدن عهدنامه رشت میان ایران با امپراتوری روسیه,"[{'text': 'عهدنامه رشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B1%D8%B4%D8%AA'}]"
1112,8,18,نبرد آق‌دربند,"[{'text': 'نبرد آق\u200cدربند', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%DA%A9%D9%88%DA%A9_(%DB%B1%DB%B7%DB%B3%DB%B3)'}]"
1113,8,12,آغاز محاصره گنجه,[]
1113,12,19,انعقاد قرارداد دفاعی ایران و امپراتوری روسیه در زمان نادرشاه موسوم به پیمان گنجه,"[{'text': 'پیمان گنجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%DA%AF%D9%86%D8%AC%D9%87'}]"
1114,3,28,نبرد یغوارد,"[{'text': 'نبرد یغوارد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DB%8C%D8%BA%D9%88%D8%A7%D8%B1%D8%AF'}]"
1114,4,18,پایان محاصره گنجه (۱۷۳۴),"[{'text': 'محاصره گنجه (۱۷۳۴)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%A7%D8%B5%D8%B1%D9%87_%DA%AF%D9%86%D8%AC%D9%87_(%DB%B1%DB%B7%DB%B3%DB%B4)'}]"
1114,12,18,نادرشاه افشار تاج‌گذاری کرد,"[{'text': 'تاج\u200cگذاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%E2%80%8C%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C'}, {'text': 'نادرشاه افشار', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1%D8%B4%D8%A7%D9%87'}]"
1115,7,3,بین ایران و امپراتوری عثمانی معاهده استانبول (۱۷۳۶) امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'معاهده استانبول (۱۷۳۶)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D9%87_%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84_(%DB%B1%DB%B7%DB%B3%DB%B6)'}]"
1117,9,5,نبرد تنگه خیبر,"[{'text': 'نبرد تنگه خیبر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AA%D9%86%DA%AF%D9%87_%D8%AE%DB%8C%D8%A8%D8%B1'}]"
1117,12,5,نبرد کرنال,"[{'text': 'نبرد کرنال', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D9%86%D8%A7%D9%84'}]"
1157,9,24,زمین‌لرزه کاشان,[]
1160,7,23,آزادی اسیران بنی اسرائیل در بابل به فرمان کوروش بزرگ، پس از تسخیر این شهر,"[{'text': 'بنی اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%E2%80%8C%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'کوروش بزرگ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF'}]"
1160,12,22,ویلیام هرشل، سیاره اورانوس را کشف کرد.,"[{'text': 'اورانوس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%B1%D8%A7%D9%86%D9%88%D8%B3'}, {'text': 'ویلیام هرشل', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%84%DB%8C%D8%A7%D9%85_%D9%87%D8%B1%D8%B4%D9%84'}]"
1168,4,16,آغاز نبرد سپاه لطفعلی‌خان زند با سپاه آقامحمدخان قاجار در منطقه چمن هزار بیضا,"[{'text': 'لطفعلی\u200cخان زند', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B7%D9%81%D8%B9%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF'}]"
1172,4,20,آقامحمدخان قاجار وارد شیراز شد.,"[{'text': 'آقامحمدخان قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}, {'text': 'شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]"
1174,6,17,آغاز نبرد کرتسانیسی,"[{'text': 'نبرد کرتسانیسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C'}]"
1174,6,20,پایان نبرد کرتسانیسی,"[{'text': 'نبرد کرتسانیسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C'}]"
1176,3,28,قتل آقامحمدخان قاجار,"[{'text': 'آقامحمدخان قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}]"
1176,3,28,آغاز پادشاهی فتحعلی شاه در تهران.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'فتحعلی شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87'}]"
1183,4,1,آغاز جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_(%DB%B1%DB%B8%DB%B1%DB%B3%E2%80%93%DB%B1%DB%B8%DB%B0%DB%B4)'}]"
1186,2,13,امضا شدن عهدنامه فینکنشتاین در میان ایران و فرانسه,"[{'text': 'عهدنامه فینکنشتاین', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%DB%8C%D9%86%DA%A9%D9%86%D8%B4%D8%AA%D8%A7%DB%8C%D9%86'}]"
1187,12,21,انعقاد عهدنامه مجمل در میان حکومت دودمان قاجار ایران با حکومت انگلستان,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه مجمل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%85%D8%AC%D9%85%D9%84'}]"
1191,8,9,نبرد اصلاندوز,"[{'text': 'نبرد اصلاندوز', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%A7%D8%B5%D9%84%D8%A7%D9%86%D8%AF%D9%88%D8%B2'}]"
1192,8,2,پایان جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_(%DB%B1%DB%B8%DB%B1%DB%B3%E2%80%93%DB%B1%DB%B8%DB%B0%DB%B4)'}]"
1192,8,2,انعقاد عهدنامه گلستان، میان ایران دوره قاجاریان و روسیه تزاری، برابر با ۲۴ اکتبر ۱۸۱۳ (میلادی),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روسیه تزاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B3%DB%8C%D9%87_%D8%AA%D8%B2%D8%A7%D8%B1%DB%8C'}, {'text': 'عهدنامه گلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'قاجاریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%AF%D9%85%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}, {'text': '۱۸۱۳ (میلادی)', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1%DB%B8%DB%B1%DB%B3_(%D9%85%DB%8C%D9%84%D8%A7%D8%AF%DB%8C)'}, {'text': '۲۴ اکتبر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B4_%D8%A7%DA%A9%D8%AA%D8%A8%D8%B1'}]"
1202,5,6,امضا شدن نخستین عهدنامه از عهدنامه‌های ارزروم در میان حکومت دودمان قاجار از ایران با امپراتوری عثمانی,"[{'text': 'عهدنامه\u200cهای ارزروم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D8%B2%D8%B1%D9%88%D9%85'}]"
1203,4,4,زمین‌لرزه شیراز,[]
1205,4,28,آغاز جنگ ایران و روسیه (۱۸۲۸–۱۸۲۶),"[{'text': 'جنگ ایران و روسیه (۱۸۲۸–۱۸۲۶)', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_(%DB%B1%DB%B8%DB%B2%DB%B8%E2%80%93%DB%B1%DB%B8%DB%B2%DB%B6)'}]"
1206,4,21,آغاز محاصره عباس‌آباد,[]
1206,4,27,پایان محاصره عباس‌آباد و تصرف عباس‌آباد,"[{'text': 'تصرف عباس\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D8%B1%D9%81_%D8%B9%D8%A8%D8%A7%D8%B3%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]"
1206,12,1,امضا شدن عهدنامه ترکمانچای بین دودمان قاجار از ایران با امپراتوری روسیه,"[{'text': 'عهدنامه ترکمانچای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%AA%D8%B1%DA%A9%D9%85%D8%A7%D9%86%DA%86%D8%A7%DB%8C'}]"
1206,12,2,پایان جنگ ۱۸۲۶ تا ۱۸۲۸ ایران و روسیه,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1207,11,22,حمله به سفارت روسیه در تهران و قتل الکساندر گریبایدوف سفیر روسیه,"[{'text': 'الکساندر گریبایدوف', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%A9%D8%B3%D8%A7%D9%86%D8%AF%D8%B1_%DA%AF%D8%B1%DB%8C%D8%A8%D8%A7%DB%8C%D8%AF%D9%88%D9%81'}, {'text': 'حمله به سفارت روسیه در تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D8%B3%D9%81%D8%A7%D8%B1%D8%AA_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_%D8%AF%D8%B1_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]"
1216,2,11,انتشار کاغذ اخبار نخستین نشریه فارسی‌زبان در تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'کاغذ اخبار', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%BA%D8%B0_%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1'}]"
1226,3,10,دومین عهدنامه از عهدنامه‌های ارزروم بین ایران و امپراتوری عثمانی امضا شد.,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D9%87'}, {'text': 'عهدنامه\u200cهای ارزروم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D8%B2%D8%B1%D9%88%D9%85'}]"
1227,6,22,آغاز پادشاهی ناصرالدین‌شاه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ناصرالدین\u200cشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]"
1227,7,28,آغاز صدراعظمی امیرکبیر به فرمان ناصرالدین شاه,"[{'text': 'امیرکبیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'صدراعظم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%D8%B1%D8%A7%D8%B9%D8%B8%D9%85'}, {'text': 'ناصرالدین شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]"
1229,3,6,آغاز شورش بابیان نی‌ریز,"[{'text': 'شورش بابیان نی\u200cریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D8%A8%D8%A7%D8%A8%DB%8C%D8%A7%D9%86_%D9%86%DB%8C%E2%80%8C%D8%B1%DB%8C%D8%B2'}]"
1229,3,31,پایان شورش بابیان نی‌ریز,"[{'text': 'شورش بابیان نی\u200cریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D8%A8%D8%A7%D8%A8%DB%8C%D8%A7%D9%86_%D9%86%DB%8C%E2%80%8C%D8%B1%DB%8C%D8%B2'}]"
1229,11,18,انتشار نخستین شماره از روزنامه وقایع اتفاقیه در ایران. این روزنامه به کوشش امیرکبیر منتشر شد.,"[{'text': 'امیرکبیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'روزنامه وقایع اتفاقیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2%D9%86%D8%A7%D9%85%D9%87_%D9%88%D9%82%D8%A7%DB%8C%D8%B9_%D8%A7%D8%AA%D9%81%D8%A7%D9%82%DB%8C%D9%87'}]"
1230,10,6,بنیانگذاری دارالفنون نخستین مرکز آموزش عالی نوین ایران به ابتکار میرزاتقی‌خان امیرکبیر,"[{'text': 'دارالفنون', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86'}, {'text': 'میرزاتقی\u200cخان امیرکبیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1'}]"
1231,5,4,ترور نافرجام ناصرالدین‌شاه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1235,11,5,بنیان‌گذاری سفارت ایران در فرانسه,[]
1235,12,13,بین ایران و انگلستان معاهده پاریس بسته شد,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'معاهده پاریس', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D9%87_%D9%BE%D8%A7%D8%B1%DB%8C%D8%B3_(%DB%B1%DB%B8%DB%B5%DB%B7)'}]"
1240,8,2,اولین خط تلگراف قاره‌پیما، در ایالات متحده آمریکا، با ارسال پیام «به پایان رسید.» تکمیل شد.,"[{'text': 'ایالات متحده آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'تلگراف', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%DA%AF%D8%B1%D8%A7%D9%81'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]"
1251,5,3,واگذاری امتیاز بهره‌برداری از معادن ایران به رویتر انگلیسی در زمان ناصرالدین شاه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1252,1,30,آغاز نخستین سفر ناصرالدین‌شاه به اروپا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1252,11,14,انتشار شمس‌النهار، نخستین روزنامه در افغانستان و در سلطنت شیرعلی خان.(۱۵ ذی‌الحجه ۱۲۹۰ق).[۱],"[{'text': 'افغانستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'شیرعلی خان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%86'}]"
1260,6,30,‌ بین ایران و امپراتوری روسیه پیمان آخال امضا شد,"[{'text': 'امپراتوری روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پیمان آخال', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D8%A2%D8%AE%D8%A7%D9%84'}]"
1268,1,24,آغاز سومین سفر ناصرالدین‌شاه به اروپا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1268,12,29,امضا شدن قرارداد رژی,"[{'text': 'قرارداد رژی', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF_%D8%B1%DA%98%DB%8C'}]"
