year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
1388,11,04,فهیمه محبی,,2010,01,24,https://fa.wikipedia.org/wiki/%D9%81%D9%87%DB%8C%D9%85%D9%87_%D9%85%D8%AD%D8%A8%DB%8C,<No English page found>,Fahimeh Mohebbi,,,,,,,death,مدیر دایرةالمعارف تشیع,Shiite encyclopedia manager,جمهوری اسلامی,Islamic Republic,"January 24, 2010","بهمن 04, 1388"
1388,11,05,حادثه ۵ بهمن توپولف تو-۱۵۴,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'توپولف تو-۱۵۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%BE%D9%88%D9%84%D9%81_%D8%AA%D9%88-%DB%B1%DB%B5%DB%B4'}]",2010,01,25,https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%BE%D9%88%D9%84%D9%81_%D8%AA%D9%88-%DB%B1%DB%B5%DB%B4,https://en.wikipedia.org/wiki/Tupolev_Tu-154,Tupolev Tu-154,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 25, 2010","بهمن 05, 1388"
1388,11,05,منوچهر فرهنگ,,2010,01,25,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%81%D8%B1%D9%87%D9%86%DA%AF,<No English page found>,Manouchehr Culture,,,,,,,death,اقتصاددان,Economist,جمهوری اسلامی,Islamic Republic,"January 25, 2010","بهمن 05, 1388"
1388,11,08,آرش رحمانی‌پور,,2010,01,28,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1,https://en.wikipedia.org/wiki/Arash_Rahmanipour,Arash Rahmanipour,,,,,,,death,,,جمهوری اسلامی,Islamic Republic,"January 28, 2010","بهمن 08, 1388"
1388,11,08,محمدرضا علی‌زمانی,,2010,01,28,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B2%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mohammad-Reza_Ali-Zamani,Mohammad-Reza Ali-Zamani,,,,,,,death,,,جمهوری اسلامی,Islamic Republic,"January 28, 2010","بهمن 08, 1388"
1388,11,18,انتقاد سید حسن خمینی از صدا و سیمای جمهوری اسلامی ایران به دلیل سوءاستفاده از روح‌الله خمینی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سید حسن خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'صدا و سیمای جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D8%B5%D8%AF%D8%A7_%D9%88_%D8%B3%DB%8C%D9%85%D8%A7%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2010,02,07,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AE%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Hassan_Khomeini,Hassan Khomeini,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 07, 2010","بهمن 18, 1388"
1388,11,21,محمدرضا فاکر,,2010,02,10,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%81%D8%A7%DA%A9%D8%B1,<No English page found>,Mohammad Reza Fakir,,,,,,,death,عضو مجلس خبرگان رهبری (زاده ۱۳۲۴),Member of the Assembly of Experts of Leadership (born 1),جمهوری اسلامی,Islamic Republic,"February 10, 2010","بهمن 21, 1388"
1388,11,22,تظاهرات هواداران جنبش سبز,[],2010,02,11,,,Demonstrations of the Green Movement's supporters,,1.0,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 11, 2010","بهمن 22, 1388"
1388,11,24,فرنگیس یگانگی,,2010,02,13,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%86%DA%AF%DB%8C%D8%B3_%DB%8C%DA%AF%D8%A7%D9%86%DA%AF%DB%8C,https://en.wikipedia.org/wiki/Farangis_Yeganegi,Farangis Yeganegi,,,,,,,death,بنیان‌گذار سازمان صنایع دستی ایران (زاده ۱۲۹۵),Founder of the Iranian Handicrafts Organization (born 1),جمهوری اسلامی,Islamic Republic,"February 13, 2010","بهمن 24, 1388"
1388,11,30,محسن ابراهیم,,2010,02,19,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85,<No English page found>,Mohsen Abraham,,,,,,,death,مترجم، نویسنده و شاعر ایرانی (زاده ۱۳۳۰),"Iranian translator, writer and poet (born 1)",جمهوری اسلامی,Islamic Republic,"February 19, 2010","بهمن 30, 1388"
1388,12,01,کمال خان هوت,,2010,02,20,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84_%D8%AE%D8%A7%D9%86_%D9%87%D9%88%D8%AA,https://en.wikipedia.org/wiki/Mulla_Kamal_Khan,Mulla Kamal Khan,,,,,,,death,خواننده,Reader,جمهوری اسلامی,Islamic Republic,"February 20, 2010","اسفند 01, 1388"
1388,12,04,دستگیری عبدالمالک ریگی,"[{'text': 'عبدالمالک ریگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%DB%8C%DA%AF%DB%8C'}]",2010,02,23,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%DB%8C%DA%AF%DB%8C,https://en.wikipedia.org/wiki/Abdolmalek_Rigi,Abdolmalek Rigi,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 23, 2010","اسفند 04, 1388"
1388,12,04,ثبت جهانی نوروز در مجمع عمومی سازمان ملل متحد,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'مجمع عمومی سازمان ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D8%B9_%D8%B9%D9%85%D9%88%D9%85%DB%8C_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'نوروز', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D9%88%D8%B2'}]",2010,02,23,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D8%B9_%D8%B9%D9%85%D9%88%D9%85%DB%8C_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF,https://en.wikipedia.org/wiki/United_Nations_General_Assembly,United Nations General Assembly,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 23, 2010","اسفند 04, 1388"
1388,12,04,دستگیری عبدالمالک ریگی,"[{'text': 'عبدالمالک ریگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%DB%8C%DA%AF%DB%8C'}]",2010,02,23,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%DB%8C%DA%AF%DB%8C,https://en.wikipedia.org/wiki/Abdolmalek_Rigi,Abdolmalek Rigi,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 23, 2010","اسفند 04, 1388"
1388,12,04,ثبت جهانی نوروز در مجمع عمومی سازمان ملل,"[{'text': 'مجمع عمومی سازمان ملل', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D8%B9_%D8%B9%D9%85%D9%88%D9%85%DB%8C_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'نوروز', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D9%88%D8%B2'}]",2010,02,23,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D8%B9_%D8%B9%D9%85%D9%88%D9%85%DB%8C_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF,https://en.wikipedia.org/wiki/United_Nations_General_Assembly,United Nations General Assembly,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 23, 2010","اسفند 04, 1388"
1388,12,08,فرمان بهبود,,2010,02,27,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%85%D8%A7%D9%86_%D8%A8%D9%87%D8%A8%D9%88%D8%AF,https://en.wikipedia.org/wiki/Farman_Behboud,Farman Behboud,,,,,,,death,نوازنده و مدرس پیانو,Pianist,جمهوری اسلامی,Islamic Republic,"February 27, 2010","اسفند 08, 1388"
1388,12,09,حسان اگزار چنانی‌زاده,,2010,02,28,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D8%A7%D9%86_%D8%A7%DA%AF%D8%B2%D8%A7%D8%B1_%DA%86%D9%86%D8%A7%D9%86%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,https://en.wikipedia.org/wiki/Hassaan_Al-Gazaar_Al-Chinani,Hassaan Al-Gazaar Al-Chinani,,,,,,,death,موسیقی دان و خواننده ایرانی (زاده ؟),Iranian musician and singer (born?),جمهوری اسلامی,Islamic Republic,"February 28, 2010","اسفند 09, 1388"
1388,12,10,توقیف هفته‌نامه ایران‌دخت,[],2010,03,01,,,Conquered Iran Weekly,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 01, 2010","اسفند 10, 1388"
1388,12,10,نخستین توقیف روزنامه اعتماد,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",2010,03,01,,,The first arrest of the Etemad newspaper,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 01, 2010","اسفند 10, 1388"
1388,12,14,محمد خوانساری,,2010,03,05,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C,<No English page found>,Mohammad Khansari,,,,,,,death,استاد دانشگاه تهران، عضو پیوسته فرهنگستان زبان و ادبیات فارسی,"Professor of University of Tehran, Constant Member of the Academy of Persian Language and Literature",جمهوری اسلامی,Islamic Republic,"March 05, 2010","اسفند 14, 1388"
1388,12,15,منصور امیرآصفی,,2010,03,06,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%A7%D9%85%DB%8C%D8%B1%D8%A2%D8%B5%D9%81%DB%8C,https://en.wikipedia.org/wiki/Mansour_Amirasefi,Mansour Amirasefi,,,,,,,death,فوتبالیست و استعداد یاب فوتبال (زاده ۱۳۱۲),Footballer and Talent Finder (born 2),جمهوری اسلامی,Islamic Republic,"March 06, 2010","اسفند 15, 1388"
1388,12,20,انتشار اولین سفرنامه قشقایی سفرنامه حاج ایاز خان قشقایی توسط کتابخانه، موزه و مرکز اسناد مجلس شورای اسلامی,"[{'text': 'سفرنامه حاج ایاز خان قشقایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%81%D8%B1%D9%86%D8%A7%D9%85%D9%87_%D8%AD%D8%A7%D8%AC_%D8%A7%DB%8C%D8%A7%D8%B2%D8%AE%D8%A7%D9%86_%D9%82%D8%B4%D9%82%D8%A7%DB%8C%DB%8C'}, {'text': 'کتابخانه، موزه و مرکز اسناد مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%D8%8C_%D9%85%D9%88%D8%B2%D9%87_%D9%88_%D9%85%D8%B1%DA%A9%D8%B2_%D8%A7%D8%B3%D9%86%D8%A7%D8%AF_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",2010,03,11,https://fa.wikipedia.org/wiki/%D8%B3%D9%81%D8%B1%D9%86%D8%A7%D9%85%D9%87_%D8%AD%D8%A7%D8%AC_%D8%A7%DB%8C%D8%A7%D8%B2%D8%AE%D8%A7%D9%86_%D9%82%D8%B4%D9%82%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Travelogue_of_Haj_Ayaz_Khan_Qashqai,Travelogue of Haj Ayaz Khan Qashqai,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 11, 2010","اسفند 20, 1388"
1388,12,26,اعتراضات چهارشنبه‌سوری هواداران جنبش سبز,"[{'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'چهارشنبه', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%B4%D9%86%D8%A8%D9%87'}]",2010,03,17,,,Wednesday's Green Movement supporters,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 17, 2010","اسفند 26, 1388"
1388,12,27,منصور خاکسار,,2010,03,18,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%AE%D8%A7%DA%A9%D8%B3%D8%A7%D8%B1,<No English page found>,Mansour Khaksar,,,,,,,death,شاعر و نویسنده ایرانی (زاده ۱۳۱۸),Iranian poet and writer (born 1),جمهوری اسلامی,Islamic Republic,"March 18, 2010","اسفند 27, 1388"
1388,12,29,اسدالله آزاد,,2010,03,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A2%D8%B2%D8%A7%D8%AF,<No English page found>,Asadullah Azad,,,,,,,death,دانشمند علوم کتابداری و اطلاع‌رسانی,Library and Information Scientist,جمهوری اسلامی,Islamic Republic,"March 20, 2010","اسفند 29, 1388"
1389,01,06,ماه‌سلطان ربانی,,2010,03,26,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%B1%D8%A8%D8%A7%D9%86%DB%8C,<No English page found>,Sultan Rabbani,,,,,,,death,همسر حسینعلی منتظری,Hussein Ali Montazeri's wife,جمهوری اسلامی,Islamic Republic,"March 26, 2010","فروردین 06, 1389"
1389,01,07,آغاز نخستین دورهٔ جشن جهانی نوروز در ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جشن جهانی نوروز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B4%D9%86_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%86%D9%88%D8%B1%D9%88%D8%B2'}]",2010,03,27,https://fa.wikipedia.org/wiki/%D8%AC%D8%B4%D9%86_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%86%D9%88%D8%B1%D9%88%D8%B2,<No English page found>,The beginning of the first celebration of Nowruz in Iran,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 27, 2010","فروردین 07, 1389"
1389,01,10,محمدعلی ابن‌الرضا خوانساری,,2010,03,30,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%A8%D9%86%E2%80%8C%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C,<No English page found>,Mohammad Ali Ibn al -Reza Khansari,,,,,,,death,پدر سیدمهدی ابن‌الرضا خوانساری,Sayyid Mehdi Ibn al -Reza Khansari's father,جمهوری اسلامی,Islamic Republic,"March 30, 2010","فروردین 10, 1389"
1389,01,11,محمدرضا جلالی نائینی,,2010,03,31,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AC%D9%84%D8%A7%D9%84%DB%8C_%D9%86%D8%A7%D8%A6%DB%8C%D9%86%DB%8C,<No English page found>,Mohammad Reza Jalali Nai,,,,,,,death,سیاستمدار,The politician,جمهوری اسلامی,Islamic Republic,"March 31, 2010","فروردین 11, 1389"
1389,01,18,محمود بنفشه‌خواه,,2010,04,07,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A8%D9%86%D9%81%D8%B4%D9%87%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87,<No English page found>,Mahmoud Banafshekhah,,,,,,,death,بازیگر (ز. ۱۳۲۱),Actor (Z. 1),جمهوری اسلامی,Islamic Republic,"April 07, 2010","فروردین 18, 1389"
1389,01,21,رئیس‌جمهور لهستان، لخ کاچینسکی، در میان ۹۶ کشته شده هنگام سقوط هواپیمای آن‌ها در نزدیکی اسمولنسک، روسیه است.,"[{'text': 'لخ کاچینسکی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%AE_%DA%A9%D8%A7%DA%86%DB%8C%D9%86%D8%B3%DA%A9%DB%8C'}]",2010,04,10,https://fa.wikipedia.org/wiki/%D9%84%D8%AE_%DA%A9%D8%A7%DA%86%DB%8C%D9%86%D8%B3%DA%A9%DB%8C,https://en.wikipedia.org/wiki/Lech_Kaczy%C5%84ski,<No English name found>,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 10, 2010","فروردین 21, 1389"
1389,01,21,کیومرث ملک‌مطیعی,,2010,04,10,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D9%85%D9%84%DA%A9%E2%80%8C%D9%85%D8%B7%DB%8C%D8%B9%DB%8C,<No English page found>,Kiomars Maliki,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"April 10, 2010","فروردین 21, 1389"
1389,01,23,انحلال سازمان مجاهدین انقلاب اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سازمان مجاهدین انقلاب اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2010,04,12,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Mojahedin_of_the_Islamic_Revolution_of_Iran_Organization,Mojahedin of the Islamic Revolution of Iran Organization,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 12, 2010","فروردین 23, 1389"
1389,01,27,شجاع‌الدین شفا,,2010,04,16,https://fa.wikipedia.org/wiki/%D8%B4%D8%AC%D8%A7%D8%B9%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B4%D9%81%D8%A7,<No English page found>,Shujauddin Healing,,,,,,,death,نویسنده,Author,جمهوری اسلامی,Islamic Republic,"April 16, 2010","فروردین 27, 1389"
1389,01,31,پس از انفجار سکوی نفتیپ‌واتر هاریزون تحت مسؤلیت شرکت نفت بریتانیا یک لکه نفتی در خلیج مکزیک به وجود آمد,"[{'text': 'سکوی نفتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DA%A9%D9%88%DB%8C_%D9%86%D9%81%D8%AA%DB%8C'}, {'text': 'شرکت نفت بریتانیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%E2%80%8C%D9%BE%DB%8C'}]",2010,04,20,https://fa.wikipedia.org/wiki/%D8%B3%DA%A9%D9%88%DB%8C_%D9%86%D9%81%D8%AA%DB%8C,https://en.wikipedia.org/wiki/Oil_platform,Oil platform,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 20, 2010","فروردین 31, 1389"
1389,01,31,حمیده خیرآبادی,,2010,04,20,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D9%87_%D8%AE%DB%8C%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Hamideh_Kheirabadi,Hamideh Kheirabadi,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"April 20, 2010","فروردین 31, 1389"
1389,02,01,عطاءالله جنگوک,,2010,04,21,https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%86%DA%AF%D9%88%DA%A9,<No English page found>,Attaullah Jangok,,,,,,,death,موسیقی‌دان,Musicist,جمهوری اسلامی,Islamic Republic,"April 21, 2010","اردیبهشت 01, 1389"
1389,02,03,نسرین خسروی,,2010,04,23,https://fa.wikipedia.org/wiki/%D9%86%D8%B3%D8%B1%DB%8C%D9%86_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C,<No English page found>,Nasrin Khosravi,,,,,,,death,تصویرگر کتابهای کودک و نوجوان (ز. ۱۳۲۹),Illustrator of Child and Adolescent Books (Z. 1),جمهوری اسلامی,Islamic Republic,"April 23, 2010","اردیبهشت 03, 1389"
1389,02,10,علی‌محمد حق‌شناس,,2010,04,30,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%82%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3,https://en.wikipedia.org/wiki/Ali_Mohammad_Haghshenas,Ali Mohammad Haghshenas,,,,,,,death,زبان‌شناس,Linguist,جمهوری اسلامی,Islamic Republic,"April 30, 2010","اردیبهشت 10, 1389"
1389,02,11,محمد بهمن بیگی,,2010,05,01,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D9%85%D9%86%E2%80%8C%D8%A8%DB%8C%DA%AF%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Bahmanbeigi,Mohammad Bahmanbeigi,,,,,,,death,نویسنده,Author,جمهوری اسلامی,Islamic Republic,"May 01, 2010","اردیبهشت 11, 1389"
1389,02,13,علی‌اصغر شهری,,2010,05,03,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%B4%D9%87%D8%B1%DB%8C,<No English page found>,Ali Asghar Shahri,,,,,,,death,خواننده,Reader,جمهوری اسلامی,Islamic Republic,"May 03, 2010","اردیبهشت 13, 1389"
1389,02,17,باربد طاهری,,2010,05,07,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D8%A8%D8%AF_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C,<No English page found>,Barbad Taheri,,,,,,,death,تهیه‌کننده فیلم,Movie producer,جمهوری اسلامی,Islamic Republic,"May 07, 2010","اردیبهشت 17, 1389"
1389,02,26,بازداشت احمد یزدانفر,"[{'text': 'احمد یزدانفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%D9%81%D8%B1'}]",2010,05,16,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%D9%81%D8%B1,<No English page found>,Arrest of Ahmad Yazdanfar,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"May 16, 2010","اردیبهشت 26, 1389"
1389,02,27,امضاء بیانیه تهران در خصوص تبادل هسته‌ای میان سه کشور ایران، برزیل و ترکیه,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'برزیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D8%B2%DB%8C%D9%84'}, {'text': 'بیانیه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%A7%D9%86%DB%8C%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}]",2010,05,17,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%A7%D9%86%DB%8C%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,<No English page found>,"Signing of a Tehran statement on nuclear exchange between the three countries of Iran, Brazil and Türkiye",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"May 17, 2010","اردیبهشت 27, 1389"
1389,02,28,آزادی و بازگشت یکی از قاتلان شاپور بختیار یعنی علی وکیلی‌راد از فرانسه به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شاپور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}, {'text': 'علی وکیلی\u200cراد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%88%DA%A9%DB%8C%D9%84%DB%8C%E2%80%8C%D8%B1%D8%A7%D8%AF'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}]",2010,05,18,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1,https://en.wikipedia.org/wiki/Shapour_Bakhtiar,Shapour Bakhtiar,,1.0,,,,,event,,,جمهوری اسلامی,Islamic Republic,"May 18, 2010","اردیبهشت 28, 1389"
1389,03,03,کامبیز جمالی,,2010,05,24,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%A8%DB%8C%D8%B2_%D8%AC%D9%85%D8%A7%D9%84%DB%8C,https://en.wikipedia.org/wiki/Kambozia_Jamali,Kambozia Jamali,,,,,,,death,بازیکن فوتبال,Football player,جمهوری اسلامی,Islamic Republic,"May 24, 2010","خرداد 03, 1389"
