date_jalali,date_gregorian,title,title_english,category,persian_wiki_links,english_wiki_links,details,era_persian,era_english
1390-11-19,2012-02-08,ابراهیم یونسی,Brayim Younisi,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DB%8C%D9%88%D9%86%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Brayim_Younisi,نویسنده,جمهوری اسلامی,Islamic Republic
1390-11-21,2012-02-10,پرویز رجبی,Parviz Rajabi,death,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B1%D8%AC%D8%A8%DB%8C,<No English page found>,ایران‌شناس و تاریخ‌نگار,جمهوری اسلامی,Islamic Republic
1390-11-22,2012-02-11,حسنی مبارک رئیس‌جمهور مصر در پی انقلاب در این کشور از قدرت کناره‌گیری کرد.,Hosni Mubarak,event,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86%DB%8C_%D9%85%D8%A8%D8%A7%D8%B1%DA%A9,https://en.wikipedia.org/wiki/Hosni_Mubarak,,جمهوری اسلامی,Islamic Republic
1390-11-29,2012-02-18,مریم بهروزی,Mariam Behruzi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D9%85_%D8%A8%D9%87%D8%B1%D9%88%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Mariam_Behruzi,زندانی سیاسی,جمهوری اسلامی,Islamic Republic
1390-12-03,2012-02-22,علی ابوالحسنی,Ali Abolhassani,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ali_Abolhassani,مورخ,جمهوری اسلامی,Islamic Republic
1390-12-08,2012-02-27,کسب نخستین جایزه اسکار سینمای ایران، در بخش بهترین فیلم غیر انگلیسی‌زبان توسط فیلم جدایی نادر از سیمین به کارگردانی اصغر فرهادی,Asghar Farhadi,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D9%81%D8%B1%D9%87%D8%A7%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Asghar_Farhadi,,جمهوری اسلامی,Islamic Republic
1390-12-10,2012-02-29,رقابت ۱۰ اسفند تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ (آسیا),Iran's national football team with Qatar national football team in the World Cup qualifiers (Asia),event,,,,جمهوری اسلامی,Islamic Republic
1390-12-12,2012-03-02,برگزاری انتخابات دوره نهم مجلس شورای اسلامی,The ninth term of the Islamic Consultative Assembly,event,,,,جمهوری اسلامی,Islamic Republic
1390-12-15,2012-03-05,فیروز (بازیگر),Firouz (actor),death,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2_(%D8%A8%D8%A7%D8%B2%DB%8C%DA%AF%D8%B1),<No English page found>,رزمی‌کار و بازیگر,جمهوری اسلامی,Islamic Republic
1390-12-17,2012-03-07,بنیان‌گذاری شورای‌عالی فضای مجازی,Supreme Council of Cyberspace (Iran),event,https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C_%D9%81%D8%B6%D8%A7%DB%8C_%D9%85%D8%AC%D8%A7%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Supreme_Council_of_Cyberspace_(Iran),,جمهوری اسلامی,Islamic Republic
1390-12-18,2012-03-08,سیمین دانشور,Simin Daneshvar,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%DB%8C%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%D9%88%D8%B1,https://en.wikipedia.org/wiki/Simin_Daneshvar,نویسنده، شاعر، مترجم و همسر جلال آل‌احمد (زاده ۸ اردیبهشت ۱۳۰۰),جمهوری اسلامی,Islamic Republic
1390-12-24,2012-03-14,سؤال نمایندگان مجلس از محمود احمدی‌نژاد,MPs Question by Mahmoud Ahmadinejad,event,https://fa.wikipedia.org/wiki/%D8%B3%D8%A4%D8%A7%D9%84_%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%D8%A7%D9%86_%D9%85%D8%AC%D9%84%D8%B3_%D8%A7%D8%B2_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1390-12-25,2012-03-15,قهرمانی تیم فوتبال استقلال تهران در جام حذفی فوتبال ایران,Iranian Hazfi Cup,event,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AD%D8%B0%D9%81%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iranian_Hazfi_Cup,,جمهوری اسلامی,Islamic Republic
1390-12-25,2012-03-15,مجید میرزاییان,Majid Mirzaian,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%D8%A7%D9%86,<No English page found>,بازیگر,جمهوری اسلامی,Islamic Republic
1390-12-28,2012-03-18,جلال ذوالفنون,Jalal Zolfonun,death,https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86,https://en.wikipedia.org/wiki/Jalal_Zolfonun,موسیقی‌دان,جمهوری اسلامی,Islamic Republic
1391-01-03,2012-03-22,غلامحسین سمندری,Gholamhossein Samandari,death,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C,<No English page found>,دوتار نواز (زاده ۱۳۱۱),جمهوری اسلامی,Islamic Republic
1391-01-05,2012-03-24,پروین‌دخت یزدانیان,Parvin Dakht Yazdanian,death,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86%E2%80%8C%D8%AF%D8%AE%D8%AA_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%86,<No English page found>,بازیگر,جمهوری اسلامی,Islamic Republic
1391-01-08,2012-03-27,میراکبر غفاری قره‌باغ,Miracbar Ghaffari Gharabagh,death,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%A7%DA%A9%D8%A8%D8%B1_%D8%BA%D9%81%D8%A7%D8%B1%DB%8C_%D9%82%D8%B1%D9%87%E2%80%8C%D8%A8%D8%A7%D8%BA,<No English page found>,نماینده دوره اول مجلس شورای اسلامی از شهرستان ارومیه (آذربایجان غربی) (زاده ۱۳۱۵),جمهوری اسلامی,Islamic Republic
1391-01-17,2012-04-05,فاطمه طاهری,Fatima Taheri,death,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C,<No English page found>,بازیگر ایرانی (ز. ۱۳۱۸),جمهوری اسلامی,Islamic Republic
1391-01-19,2012-04-07,ایرج بقایی کرمانی,Iraj Baqaei Kermani,death,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,<No English page found>,نویسنده,جمهوری اسلامی,Islamic Republic
1391-01-26,2012-04-14,رسوایی جنسی دیپلمات جمهوری اسلامی در برزیل,The sexual scandal of the Islamic Republic's diplomat in Brazil,event,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D8%A7%DB%8C%DB%8C_%D8%AC%D9%86%D8%B3%DB%8C_%D8%AF%DB%8C%D9%BE%D9%84%D9%85%D8%A7%D8%AA_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%AF%D8%B1_%D8%A8%D8%B1%D8%B2%DB%8C%D9%84,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-01-29,2012-04-17,ایلوش خوشابه,Iloosh Khoshabe,death,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%88%D8%B4_%D8%AE%D9%88%D8%B4%D8%A7%D8%A8%D9%87,https://en.wikipedia.org/wiki/Iloosh_Khoshabe,بازیگر,جمهوری اسلامی,Islamic Republic
1391-02-01,2012-04-20,غلامرضا قاسمی,Gholamreza Ghasemi,death,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%A7%D8%B3%D9%85%DB%8C,<No English page found>,از فرماندهان نیروی زمینی ارتش جمهوری اسلامی ایران در جنگ ایران و عراق,جمهوری اسلامی,Islamic Republic
1391-02-06,2012-04-25,اباصلت صادقی,Sadeghi,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%A7%D8%B5%D9%84%D8%AA_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C,<No English page found>,عضو عالی انجمن خوش‌نویسان ایران,جمهوری اسلامی,Islamic Republic
1391-02-17,2012-05-06,ایرج قادری,Iraj Ghaderi,death,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%82%D8%A7%D8%AF%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Iraj_Ghaderi,کارگردان,جمهوری اسلامی,Islamic Republic
1391-02-22,2012-05-11,پرویز شهریاری,Parviz Shahriari,death,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C,<No English page found>,ریاضی‌دان، مترجم، روزنامه‌نگار و فعال سیاسی (ز. ۱۳۰۵),جمهوری اسلامی,Islamic Republic
1391-02-26,2012-05-15,مجید جمالی فشی,Majid Jamali Fashi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%AC%D9%85%D8%A7%D9%84%DB%8C_%D9%81%D8%B4%DB%8C,https://en.wikipedia.org/wiki/Majid_Jamali_Fashi,رزمی‌کار و متهم به ترور مسعود علی‌محمدی,جمهوری اسلامی,Islamic Republic
1391-02-26,2012-05-15,حسن احمدی گیوی,Hassan Ahmadi Givi,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%DA%AF%DB%8C%D9%88%DB%8C,<No English page found>,نویسنده,جمهوری اسلامی,Islamic Republic
1391-03-01,2012-05-21,بهرام عالیوندی,Bahram Alivandi,death,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%D8%A7%D9%84%DB%8C%D9%88%D9%86%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Bahram_Alivandi,نقاش,جمهوری اسلامی,Islamic Republic
1391-03-03,2012-05-23,ستاره فرمانفرمائیان,Sattareh Farmanfarmaian,death,https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1%D9%87_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86,https://en.wikipedia.org/wiki/Sattareh_Farmanfarmaian,مادر مددکاری اجتماعی ایران,جمهوری اسلامی,Islamic Republic
1391-03-12,2012-06-01,اصغر الهی,Divine Asghar,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A7%D9%84%D9%87%DB%8C,<No English page found>,نویسنده,جمهوری اسلامی,Islamic Republic
1391-03-14,2012-06-03,رقابت ۱۴ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ (آسیا),June 6th competition with Uzbekistan national football team in the FIFA World Cup qualifiers (Asia),event,https://fa.wikipedia.org/wiki/%DB%B4_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-03-14,2012-06-03,مصطفی علیمدد,Mustafa Ali,death,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D9%84%DB%8C%D9%85%D8%AF%D8%AF,<No English page found>,نویسنده و حسابدار,جمهوری اسلامی,Islamic Republic
1391-03-14,2012-06-03,پروانه سپانلو,Butterfly Sepanloo,death,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%B3%D9%BE%D8%A7%D9%86%D9%84%D9%88,<No English page found>,خواننده,جمهوری اسلامی,Islamic Republic
1391-03-15,2012-06-04,سیما کوبان,Sima Kuban,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%D8%A7_%DA%A9%D9%88%D8%A8%D8%A7%D9%86,<No English page found>,نقاش,جمهوری اسلامی,Islamic Republic
1391-03-16,2012-06-05,شاپور قریب,Shapoor Gharib,death,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D9%82%D8%B1%DB%8C%D8%A8,https://en.wikipedia.org/wiki/Shapoor_Gharib,کارگردان، بازیگر و نویسنده,جمهوری اسلامی,Islamic Republic
1391-03-16,2012-06-05,طوفان عطایی,Attai Storm,death,https://fa.wikipedia.org/wiki/%D8%B7%D9%88%D9%81%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),<No English page found>,آهنگساز، نوازنده و خواننده,جمهوری اسلامی,Islamic Republic
1391-03-16,2012-06-05,منوچهر جمالی,Manuchehr Jamali,death,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AC%D9%85%D8%A7%D9%84%DB%8C,https://en.wikipedia.org/wiki/Manuchehr_Jamali,فیلسوف,جمهوری اسلامی,Islamic Republic
1391-03-18,2012-06-07,18  تا 11- برگزاری جام ملت‌های اروپا ۲۰۱۲ در اوکراین و لهستان,UEFA Euro 2012,event,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D9%88%D9%BE%D8%A7_%DB%B2%DB%B0%DB%B1%DB%B2,https://en.wikipedia.org/wiki/UEFA_Euro_2012,,جمهوری اسلامی,Islamic Republic
1391-03-21,2012-06-10,روشنک (گوینده),Roshank (speaker),death,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B4%D9%86%DA%A9_(%DA%AF%D9%88%DB%8C%D9%86%D8%AF%D9%87),<No English page found>,صداپیشه رادیو ایران,جمهوری اسلامی,Islamic Republic
1391-03-23,2012-06-12,رقابت ۲۳ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ آسیا,June 6th Iranian Football Team with Qatar national team in the qualifying round of the Asian Football Cup,event,https://fa.wikipedia.org/wiki/%DB%B3_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-03-23,2012-06-12,فریدون دولتشاهی,Fereydoon Dowlatshahi,death,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%AF%D9%88%D9%84%D8%AA%D8%B4%D8%A7%D9%87%DB%8C,<No English page found>,نویسنده، مترجم و شاعر,جمهوری اسلامی,Islamic Republic
1391-03-25,2012-06-14,حسن کسائی,Hassan Kassai,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%B3%D8%A7%D8%A6%DB%8C,https://en.wikipedia.org/wiki/Hassan_Kassai,موسیقی‌دان,جمهوری اسلامی,Islamic Republic
1391-03-25,2012-06-14,احمد قدیریان,Ahmad Ghadirian,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D8%AF%DB%8C%D8%B1%DB%8C%D8%A7%D9%86,<No English page found>,معاون اجرایی علی قدوسی در دادگاه انقلاب,جمهوری اسلامی,Islamic Republic
1391-03-29,2012-06-18,عبدالله سروراحمدی,Abdullah Sarvarahmadi,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B3%D8%B1%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF%DB%8C,<No English page found>,نوازنده دوتار,جمهوری اسلامی,Islamic Republic
1391-04-01,2012-06-21,سیل کال شور خراسان رضوی,Khorasan Razavi flood flood,event,,,,جمهوری اسلامی,Islamic Republic
1391-04-02,2012-06-22,حادثه تیر هواپیمایی زاگرس,Zagros Airlines,event,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3,https://en.wikipedia.org/wiki/Zagros_Airlines,,جمهوری اسلامی,Islamic Republic
1391-04-06,2012-06-26,علی کسمایی,Ali Kasai,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DA%A9%D8%B3%D9%85%D8%A7%DB%8C%DB%8C,<No English page found>,مدیر دوبلاژ، دوبلور، کارگردان، فیلم‌نامه‌نویس و روزنامه‌نگار,جمهوری اسلامی,Islamic Republic
1391-04-10,2012-06-30,حمید حمزه,Hamid Hamza,death,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D9%85%D8%B2%D9%87,<No English page found>,بازیگر,جمهوری اسلامی,Islamic Republic
1391-04-16,2012-07-06,فخری گلستان,Fakhri Golestan,death,https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/Fakhri_Golestan,سفالگر,جمهوری اسلامی,Islamic Republic
1391-04-22,2012-07-12,حمید سمندریان,Hamid Samandarian,death,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C%D8%A7%D9%86,https://en.wikipedia.org/wiki/Hamid_Samandarian,کارگردان و استاد تئاتر (زاده ۱۳۱۰),جمهوری اسلامی,Islamic Republic
1391-04-24,2012-07-14,مهتاب نوروزی,Mahtab Norouzi,death,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AA%D8%A7%D8%A8_%D9%86%D9%88%D8%B1%D9%88%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Mahtab_Norouzi,سوزن‌دوز اهل بلوچستان ایران,جمهوری اسلامی,Islamic Republic
1391-04-28,2012-07-18,محمدحسن گنجی,Mohammad Hassan Ganji,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%DA%AF%D9%86%D8%AC%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Hassan_Ganji,پدر علم جغرافیای نوین و هواشناسی ایران,جمهوری اسلامی,Islamic Republic
1391-05-07,2012-07-28,بهروز ثروتیان,Behrouz Servatian,death,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%AB%D8%B1%D9%88%D8%AA%DB%8C%D8%A7%D9%86,https://en.wikipedia.org/wiki/Behrouz_Servatian,پژوهشگر ادبی و مصحح,جمهوری اسلامی,Islamic Republic
1391-05-07,2012-07-28,ایرن زازیانس,Irene Zazians,death,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D9%86,https://en.wikipedia.org/wiki/Irene_Zazians,بازیگر ارمنی - ایرانی,جمهوری اسلامی,Islamic Republic
1391-05-15,2012-08-05,محمود گلابدره‌ای,Mahmoud Golabdarai,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%DA%AF%D9%84%D8%A7%D8%A8%D8%AF%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C,<No English page found>,نویسنده,جمهوری اسلامی,Islamic Republic
1391-06-02,2012-08-23,محمدصادق فرمان,Mohammad Sadegh Farman,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B5%D8%A7%D8%AF%D9%82_%D9%81%D8%B1%D9%85%D8%A7%D9%86,<No English page found>,نماینده حوزه انتخابیه کاشمر در دوره بیست و چهارم مجلس شورای ملی,جمهوری اسلامی,Islamic Republic
1391-06-05,2012-08-26,۵ تا ۱۰ - شانزدهمین نشست جنبش غیرمتعهدها در تهران,16th Summit of the Non-Aligned Movement,event,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85%DB%8C%D9%86_%D9%86%D8%B4%D8%B3%D8%AA_%D8%AC%D9%86%D8%A8%D8%B4_%D8%BA%DB%8C%D8%B1%D9%85%D8%AA%D8%B9%D9%87%D8%AF%D9%87%D8%A7,https://en.wikipedia.org/wiki/16th_Summit_of_the_Non-Aligned_Movement,,جمهوری اسلامی,Islamic Republic
1391-06-08,2012-08-29,۶ تا ۲۲ - برگزاری بازی‌های المپیک تابستانی ۲۰۱۲ در لندن,2012 Summer Olympics,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%BE%DB%8C%DA%A9_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DB%B2%DB%B0%DB%B1%DB%B2,https://en.wikipedia.org/wiki/2012_Summer_Olympics,,جمهوری اسلامی,Islamic Republic
1391-06-08,2012-08-29,۸ تا ۱۹ - برگزاری بازی‌های پارالمپیک تابستانی ۲۰۱۲ در لندن,2012 Summer Paralympics,event,https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D9%BE%DB%8C%DA%A9_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DB%B2%DB%B0%DB%B1%DB%B2,https://en.wikipedia.org/wiki/2012_Summer_Paralympics,,جمهوری اسلامی,Islamic Republic
1391-06-13,2012-09-03,منوچهر آگاه,Manouchehr informed,death,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%DA%AF%D8%A7%D9%87,<No English page found>,بنیان‌گذار اداره بررسی‌های اقتصادی بانک ملی ایران,جمهوری اسلامی,Islamic Republic
1391-06-14,2012-09-04,نورالدین ثابت ایمانی,Noureddin Faithful Faith,death,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AB%D8%A7%D8%A8%D8%AA_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C,<No English page found>,گوینده خبر در رادیو,جمهوری اسلامی,Islamic Republic
1391-06-15,2012-09-05,بهروز احمدی,Behrouz Ahmadi,death,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C,<No English page found>,معمار,جمهوری اسلامی,Islamic Republic
1391-06-21,2012-09-11,رقابت ۲۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال لبنان در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ (آسیا),Iran's national football team competition with Lebanese national football team in the qualifying round of the FIFA World Cup (Asia),event,https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-06-21,2012-09-11,عقرب سیاه,Black scorpion,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%82%D8%B1%D8%A8_%D8%B3%DB%8C%D8%A7%D9%87,<No English page found>,بزهکار,جمهوری اسلامی,Islamic Republic
1391-06-26,2012-09-16,محمدجان شکوری بخارایی,Muhammadjon Shakuri,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D8%A7%D9%86_%D8%B4%DA%A9%D9%88%D8%B1%DB%8C_%D8%A8%D8%AE%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Muhammadjon_Shakuri,از اعضای آکادمی ملی علم‌های تاجیکستان و فرهنگستان زبان و ادب فارسی,جمهوری اسلامی,Islamic Republic
1391-07-07,2012-09-28,بهروز مسروری,Behrouz Masravari,death,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D8%B3%D8%B1%D9%88%D8%B1%DB%8C,<No English page found>,بازیگر سینما، تلویزیون و رادیو,جمهوری اسلامی,Islamic Republic
1391-07-12,2012-10-03,اعتراضات بازار تهران,Tehran Market Protests,event,,,,جمهوری اسلامی,Islamic Republic
1391-07-18,2012-10-09,حادثه ۱۸ مهر فروند میگ-۲۹ آجا,Ayja-1 October incident,event,https://fa.wikipedia.org/wiki/%DB%B8_%D9%85%D9%87%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-07-22,2012-10-13,سیل مهر شمال ایران,Flood of northern Iran,event,,,,جمهوری اسلامی,Islamic Republic
1391-07-24,2012-10-15,جنایت خیابان مدنی تهران,Crime of Tehran Civil Street,event,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A7%DB%8C%D8%AA_%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D9%85%D8%AF%D9%86%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-07-25,2012-10-16,رقابت ۲۵ مهر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ (آسیا),Iran's national football team competition with South Korea's national team in the World Cup qualifiers (Asia),event,https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1391-07-26,2012-10-17,۲۶ تا ۱۴ - اعتصاب غذای نسرین ستوده در اعتراض به حکم ممنوع الخروجی دخترش,Hunger strike,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D8%A8_%D8%BA%D8%B0%D8%A7,https://en.wikipedia.org/wiki/Hunger_strike,,جمهوری اسلامی,Islamic Republic
1391-08-13,2012-11-03,فتحعلی واشقانی,Fath Ali Vashghani,death,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C_%D9%88%D8%A7%D8%B4%D9%82%D8%A7%D9%86%DB%8C,<No English page found>,خوشنویس و نخستین آموزگار انجمن خوش‌نویسان ایران,جمهوری اسلامی,Islamic Republic
1391-08-13,2012-11-03,ستار بهشتی,Sattar Beheshti,death,https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C,https://en.wikipedia.org/wiki/Sattar_Beheshti,کارگر، وبلاگ‌نویس و زندانی سیاسی,جمهوری اسلامی,Islamic Republic
1391-08-17,2012-11-07,رضا حاجیان,Reza Hajian,death,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AD%D8%A7%D8%AC%DB%8C%D8%A7%D9%86,<No English page found>,بازیگر,جمهوری اسلامی,Islamic Republic
