year,person,details,person_links,day,month
۱۲۵۹ ,محمدتقی سپهر,شاعر,"[{'text': 'محمدتقی سپهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B3%D9%BE%D9%87%D8%B1'}]",10,1
۱۳۴۰ ,سید حسین طباطبایی بروجردی,از مراجع تقلید شیعه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید حسین طباطبایی بروجردی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C'}]",10,1
۱۳۸۹ ,محمدعلی ابن‌الرضا خوانساری,پدر سیدمهدی ابن‌الرضا خوانساری,"[{'text': 'محمدعلی ابن\u200cالرضا خوانساری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%A8%D9%86%E2%80%8C%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C'}]",10,1
۱۳۸۲ ,محسن نوربخش,رئیس کل بانک مرکزی، وزیر اقتصاد و دارایی در دولت اول اکبر هاشمی رفسنجانی,"[{'text': 'محسن نوربخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D9%86%D9%88%D8%B1%D8%A8%D8%AE%D8%B4'}]",11,1
۱۳۸۹ ,محمدرضا جلالی نائینی,سیاستمدار,"[{'text': 'محمدرضا جلالی نائینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AC%D9%84%D8%A7%D9%84%DB%8C_%D9%86%D8%A7%D8%A6%DB%8C%D9%86%DB%8C'}]",11,1
۱۳۹۲ ,احمد صدر حاج‌سیدجوادی,از اعضای نهضت مقاومت ملی ایران,"[{'text': 'احمد صدر حاج\u200cسیدجوادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D8%B1_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B3%DB%8C%D8%AF%D8%AC%D9%88%D8%A7%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",11,1
۱۳۹۸ ,منصور یاوری,نماینده حوزه انتخابیه گلپایگان و خوانسار در دوره هفتم مجلس شورای اسلامی,"[{'text': 'منصور یاوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%DB%8C%D8%A7%D9%88%D8%B1%DB%8C'}]",11,1
۱۳۹۹ ,کیومرث درم بخش,عکاس و کارگردان ایرانی (زاده ۱۳۲۴),"[{'text': 'کیومرث درم بخش', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%AF%D8%B1%D9%85%E2%80%8C%D8%A8%D8%AE%D8%B4'}]",11,1
۱۳۸۳ ,ژاله کاظمی,دوبلور، نقاش و مجری و تهیه‌کننده سابق تلویزیون,"[{'text': 'ژاله کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%84%D9%87_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",12,1
۱۳۹۲ ,محمود عبادیان,استاد فلسفه (ز. ۱۳۰۷),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمود عبادیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D8%A8%D8%A7%D8%AF%DB%8C%D8%A7%D9%86'}]",12,1
۱۳۹۲ ,عسل بدیعی,بازیگر (ز. ۱۳۵۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عسل بدیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B3%D9%84_%D8%A8%D8%AF%DB%8C%D8%B9%DB%8C'}]",12,1
۱۳۸۰ ,جلیل زندی,خلبان,"[{'text': 'جلیل زندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%DB%8C%D9%84_%D8%B2%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",12,1
۱۴۰۴ ,فرامرز ظلی,بازیکن فوتبال,"[{'text': 'فرامرز ظلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%B8%D9%84%DB%8C'}]",12,1
۱۲۷۵ ,محمدحسن اعتمادالسلطنه,نویسنده و سیاستمدار,"[{'text': 'محمدحسن اعتمادالسلطنه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87'}]",13,1
۱۳۵۹ ,حسین نوری,کشتی‌گیر,[],13,1
۱۳۸۲ ,کاوه گلستان,فیلم‌بردار,"[{'text': 'کاوه گلستان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%88%D9%87_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}]",13,1
۱۳۸۵ ,علی‌اکبر صنعتی,نقاش و مجسمه‌ساز,"[{'text': 'علی\u200cاکبر صنعتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B5%D9%86%D8%B9%D8%AA%DB%8C'}]",13,1
۱۳۹۴ ,سکینه ضیایی,همسر سید روح‌الله خاتمی و مادر سید محمد خاتمی,"[{'text': 'سکینه ضیایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DA%A9%DB%8C%D9%86%D9%87_%D8%B6%DB%8C%D8%A7%DB%8C%DB%8C'}]",13,1
۱۳۹۸ ,جمشید مشایخی,بازیگر,"[{'text': 'جمشید مشایخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D9%85%D8%B4%D8%A7%DB%8C%D8%AE%DB%8C'}]",13,1
۱۴۰۳ ,رضا داوودنژاد,بازیگر,"[{'text': 'رضا داوودنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D9%88%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF'}]",13,1
۱۴۰۳ ,محمدهادی حاج‌رحیمی,معاون هماهنگ‌کننده نیروی قدس سپاه پاسداران انقلاب اسلامی و سرتیپ سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدهادی حاج\u200cرحیمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B1%D8%AD%DB%8C%D9%85%DB%8C'}]",13,1
۱۴۰۳ ,محمدرضا زاهدی,از فرماندهان ارشد نیروی قدس سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدرضا زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}]",13,1
ایران ,روز طبیعت (سیزده‌به‌در),,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'روز طبیعت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B2%D8%AF%D9%87%E2%80%8C%D8%A8%D8%AF%D8%B1'}]",13,1
۱۳۲۰ ,پروین اعتصامی,شاعر,"[{'text': 'پروین اعتصامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D9%85%DB%8C'}]",15,1
۱۳۰۴ ,محمدعلی‌شاه,ششمین شاه ایران در زمان دودمان قاجار,"[{'text': 'محمدعلی\u200cشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87'}]",16,1
۱۳۳۳ ,محمدعلی مدرس خیابانی,نویسنده,"[{'text': 'محمدعلی مدرس خیابانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D9%85%D8%AF%D8%B1%D8%B3_%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DB%8C'}]",16,1
۱۳۷۱ ,همدم‌السلطنه پهلوی,فرزند رضاشاه و مریم سوادکوهی,"[{'text': 'همدم\u200cالسلطنه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%AF%D9%85%E2%80%8C%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",16,1
۱۳۷۶ ,مازیار,خواننده,[],16,1
۱۳۹۶ ,محمد جنتی,فرمانده لشکر زینبیون,"[{'text': 'محمد جنتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%86%D8%AA%DB%8C'}]",16,1
۱۴۰۲ ,کیومرث پوراحمد,کارگردان,"[{'text': 'کیومرث پوراحمد', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D9%BE%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF'}]",16,1
۱۳۷۹ ,نعمت‌الله گرجی,بازیگر ایرانی (ز. ۱۳۰۵),"[{'text': 'نعمت\u200cالله گرجی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%DA%AF%D8%B1%D8%AC%DB%8C'}]",17,1
۱۳۹۱ ,فاطمه طاهری,بازیگر ایرانی (ز. ۱۳۱۸),"[{'text': 'فاطمه طاهری', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C'}]",17,1
۱402 ,علی رحمانی,هنرمند(نقال ایرانی) (ز.1346),[],17,1
۱۳۵۸ ,امیرعباس هویدا,اقتصاددان، سیاستمدار و نخست‌وزیر ایران (ز. ۱۲۹۷),"[{'text': 'امیرعباس هویدا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%A8%D8%A7%D8%B3_%D9%87%D9%88%DB%8C%D8%AF%D8%A7'}]",18,1
۱۳۷۲ ,علیرضا افضلی‌پور,شیمی‌دان (ز. ۱۲۸۸),"[{'text': 'علیرضا افضلی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%A7%D9%81%D8%B6%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",18,1
۱۳۷۷ ,سیروس قایقران,بازیکن فوتبال (ز. ۱۳۴۰),"[{'text': 'سیروس قایقران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%D9%82%D8%A7%DB%8C%D9%82%D8%B1%D8%A7%D9%86'}]",18,1
۱۳۷۹ ,فردین,بازیگر و کارگردان (ز. ۱۳۰۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%DB%8C%D9%86'}]",18,1
۱۳۸۱ ,جمشید اسماعیل‌خانی,بازیگر تئاتر، سینما و تلویزیون (ز. ۱۳۲۹),"[{'text': 'جمشید اسماعیل\u200cخانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%E2%80%8C%D8%AE%D8%A7%D9%86%DB%8C'}]",18,1
۱۳۸۹ ,محمود بنفشه‌خواه,بازیگر (ز. ۱۳۲۱),"[{'text': 'محمود بنفشه\u200cخواه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A8%D9%86%D9%81%D8%B4%D9%87%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87'}]",18,1
۱۳۹۷ ,بهرام زند,دوبلور (ز. ۱۳۲۸),"[{'text': 'بهرام زند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B2%D9%86%D8%AF'}]",18,1
۱۳۹۷ ,محمدابراهیم جعفری,نقاش، شاعر و عضو هیئت علمی دانشگاه هنر تهران و انجمن نقاشان ایران (ز. ۱۳۱۹),"[{'text': 'محمدابراهیم جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",18,1
۱۴۰۲ ,حسن تقی‌پور,شاعر و آهنگساز (زاده ۱۳۱۹),"[{'text': 'حسن تقی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AA%D9%82%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",18,1
۱۳۳۰ ,صادق هدایت,نویسنده,"[{'text': 'صادق هدایت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%87%D8%AF%D8%A7%DB%8C%D8%AA'}]",19,1
۱۳۶۵ ,تقی محمدی,از افراد فعال در گروگان‌گیری در سفارت ایالات متحده آمریکا,"[{'text': 'تقی محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",19,1
۱۳۷۸ ,عفت تجارت‌چی,نخستین خلبان زن ایرانی,"[{'text': 'عفت تجارت\u200cچی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%81%D8%AA_%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA%E2%80%8C%DA%86%DB%8C'}]",19,1
۱۳۹۱ ,ایرج بقایی کرمانی,نویسنده,"[{'text': 'ایرج بقایی کرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",19,1
۱۴۰۰ ,محمد کرمی‌راد,نماینده دوره هشتم مجلس شورای اسلامی از حوزه انتخابیه کرمانشاه,"[{'text': 'محمد کرمی\u200cراد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D8%B1%D9%85%DB%8C_%D8%B1%D8%A7%D8%AF'}]",19,1
۱۳۵۸ ,امیرحسین ربیعی,آخرین فرمانده نیروی هوایی شاهنشاهی ایران,"[{'text': 'امیرحسین ربیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D8%B1%D8%A8%DB%8C%D8%B9%DB%8C'}]",20,1
۱۳۷۲ ,سید مرتضی آوینی,کارگردان,"[{'text': 'سید مرتضی آوینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%A2%D9%88%DB%8C%D9%86%DB%8C'}]",20,1
۱۳۷۴ ,حسین سرشار,خواننده,"[{'text': 'حسین سرشار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D8%B1%D8%B4%D8%A7%D8%B1'}]",20,1
۱۳۸۲ ,واهان بیجانیان,لابراتوار فیلمساز,"[{'text': 'واهان بیجانیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%87%D8%A7%D9%86_%D8%A8%DB%8C%D8%AC%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",20,1
۱۳۹۲ ,سید جلال یحیی‌زاده فیروزآبادی,نماینده دوره نهم مجلس شورای اسلامی از حوزه انتخابیه تفت و میبد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'سید جلال یحیی\u200cزاده فیروزآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%D8%A7%D9%84_%DB%8C%D8%AD%DB%8C%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",20,1
۱۳۹۳ ,ناصر گیتی‌جاه,بازیگر,"[{'text': 'ناصر گیتی\u200cجاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%AF%DB%8C%D8%AA%DB%8C%E2%80%8C%D8%AC%D8%A7%D9%87'}]",20,1
۱۳۹۴ ,علی‌اکبر آقایی مغانجویی,نماینده دوره نهم مجلس شورای اسلامی از حوزه انتخابیه سلماس,"[{'text': 'علی\u200cاکبر آقایی مغانجویی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A2%D9%82%D8%A7%DB%8C%DB%8C_%D9%85%D8%BA%D8%A7%D9%86%D8%AC%D9%88%DB%8C%DB%8C'}]",20,1
۱۳۹۵ ,ثریا حکمت,بازیگر,"[{'text': 'ثریا حکمت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AB%D8%B1%DB%8C%D8%A7_%D8%AD%DA%A9%D9%85%D8%AA'}]",20,1
۱۴۰۴ ,علیرضا ذکاوتی,نویسنده و پژوهشگر,"[{'text': 'علیرضا ذکاوتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B0%DA%A9%D8%A7%D9%88%D8%AA%DB%8C'}]",20,1
۱۳۴۴ ,رضا شمس‌آبادی,از اعضای گارد جاویدان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'رضا شمس\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",21,1
۱۳۵۸ ,ناصر مقدم,چهارمین رئیس ساواک,"[{'text': 'ناصر مقدم', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D9%82%D8%AF%D9%85'}]",21,1
۱۳۷۸ ,علی صیاد شیرازی,سرهنگ ارتش جمهوری اسلامی ایران,"[{'text': 'علی صیاد شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B5%DB%8C%D8%A7%D8%AF_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",21,1
۱۳۸۹ ,کیومرث ملک‌مطیعی,بازیگر,"[{'text': 'کیومرث ملک\u200cمطیعی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D9%85%D9%84%DA%A9%E2%80%8C%D9%85%D8%B7%DB%8C%D8%B9%DB%8C'}]",21,1
۱۳۹۷ ,بزرگ لشگری,موسیقی‌دان,"[{'text': 'بزرگ لشگری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B2%D8%B1%DA%AF_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C'}]",21,1
۱۳۵۸ ,غلامرضا نیک‌پی,سی و سومین شهردار تهران,"[{'text': 'غلامرضا نیک\u200cپی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D9%BE%DB%8C'}]",22,1
۱۳۵۸ ,علی نشاط,سرلشکر نیروی زمینی شاهنشاهی ایران و آخرین فرمانده گارد جاویدان,"[{'text': 'علی نشاط', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%D8%B4%D8%A7%D8%B7'}]",22,1
۱۳۵۸ ,حسینعلی بیات,نماینده زنجان در دوره بیست و چهارم مجلس شورای ملی,"[{'text': 'حسینعلی بیات', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D8%B9%D9%84%DB%8C_%D8%A8%DB%8C%D8%A7%D8%AA'}]",22,1
۱۳۵۸ ,علی حجت کاشانی,بیست و چهارمین رئیس سازمان تربیت بدنی,"[{'text': 'علی حجت کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%AC%D8%AA_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",22,1
۱۳۵۸ ,عباسعلی خلعتبری,وزیر امور خارجه ایران در زمان پادشاهی محمدرضا پهلوی,"[{'text': 'عباسعلی خلعتبری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%AE%D9%84%D8%B9%D8%AA%D8%A8%D8%B1%DB%8C'}]",22,1
۱۳۵۸ ,منصور روحانی,وزیر کشاورزی و منابع طبیعی ایران در زمان پادشاهی محمدرضا پهلوی,"[{'text': 'منصور روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}]",22,1
۱۳۵۸ ,محمدتقی مجیدی,از نظامیان زمان دودمان پهلوی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدتقی مجیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AC%DB%8C%D8%AF%DB%8C'}]",22,1
۱۳۵۸ ,حسن پاکروان,از بنیان‌گذاران سازمان کوک و دومین رئیس ساواک,"[{'text': 'حسن پاکروان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%D8%A7%DA%A9%D8%B1%D9%88%D8%A7%D9%86'}]",22,1
۱۳۸۷ ,عباس کاتوزیان,نقاش,"[{'text': 'عباس کاتوزیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DA%A9%D8%A7%D8%AA%D9%88%D8%B2%DB%8C%D8%A7%D9%86'}]",22,1
۱۳۸۹ ,جهان,خواننده,[],22,1
۱۳۹۰ ,شعبان بابااولادی,کشتی‌گیر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شعبان بابااولادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%B9%D8%A8%D8%A7%D9%86_%D8%A8%D8%A7%D8%A8%D8%A7%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C'}]",22,1
۱۴۰۱ ,محمد فیض سرابی,نماینده استان آذربایجان شرقی در دوره پنجم مجلس خبرگان رهبری,"[{'text': 'محمد فیض سرابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%81%DB%8C%D8%B6_%D8%B3%D8%B1%D8%A7%D8%A8%DB%8C'}]",22,1
۱۴۰۴ ,اکبر اعتماد,سیاستمدار و مدیر,"[{'text': 'اکبر اعتماد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF'}]",22,1
۱۳۸۸ ,رضا فاضلی,بازیگر و فعال سیاسی ملی‌گرا,"[{'text': 'رضا فاضلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%81%D8%A7%D8%B6%D9%84%DB%8C'}]",24,1
۱۳۸۵ ,پوپک گلدره,بازیگر,"[{'text': 'پوپک گلدره', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D9%BE%DA%A9_%DA%AF%D9%84%D8%AF%D8%B1%D9%87'}]",27,1
۱۳۸۷ ,پروین دولت‌آبادی,شاعر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پروین دولت\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",27,1
۱۳۸۹ ,شجاع‌الدین شفا,نویسنده,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شجاع\u200cالدین شفا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%AC%D8%A7%D8%B9%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B4%D9%81%D8%A7'}]",27,1
۱۳۹۲ ,داریوش صفوت,موسیقی‌دان,"[{'text': 'داریوش صفوت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B5%D9%81%D9%88%D8%AA'}]",27,1
۱۳۹۸ ,احمد اقتداری,ایران‌شناس,"[{'text': 'احمد اقتداری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D9%82%D8%AA%D8%AF%D8%A7%D8%B1%DB%8C'}]",27,1
۱۴۰۲ ,محمد هژبر ابراهیمی,مجسمه‌ساز,"[{'text': 'محمد هژبر ابراهیمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%87%DA%98%D8%A8%D8%B1_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C'}]",27,1
