year,month,day,person,details,link,person_link
۱۴۰۱ ,6,30,محمدرضا سروری,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'محمدرضا سروری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C
۱۴۰۱ ,6,30,ساسان قربانی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],
۱۴۰۱ ,6,30,عرفان رضایی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'عرفان رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D9%81%D8%A7%D9%86_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D9%81%D8%A7%D9%86_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C
۱۴۰۱ ,6,30,محسن قیصری,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'محسن قیصری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%82%DB%8C%D8%B5%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%82%DB%8C%D8%B5%D8%B1%DB%8C
۱۴۰۱ ,6,30,علی مظفری,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'علی مظفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D8%B8%D9%81%D8%B1%DB%8C_%D8%B3%D8%A7%D9%84%D8%A7%D9%86%D9%82%D9%88%DA%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D8%B8%D9%81%D8%B1%DB%8C_%D8%B3%D8%A7%D9%84%D8%A7%D9%86%D9%82%D9%88%DA%86
۱۴۰۱ ,6,30,سیاوش محمودی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سیاوش محمودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%88%D8%B4_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%88%D8%B4_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C
۱۴۰۱ ,6,30,ابوالفضل مهدی پور روشن,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'ابوالفضل مهدی پور روشن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D9%85%D9%87%D8%AF%DB%8C_%D9%BE%D9%88%D8%B1_%D8%B1%D9%88%D8%B4%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D9%85%D9%87%D8%AF%DB%8C_%D9%BE%D9%88%D8%B1_%D8%B1%D9%88%D8%B4%D9%86
۱۳۵۹ ,6,31,خالد حیدری,ستوان خلبان مک‌دانل داگلاس اف-۴ فانتوم ۲ نیروی هوایی ارتش جمهوری اسلامی ایران,"[{'text': 'خالد حیدری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%84%D8%AF_%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%84%D8%AF_%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C
۱۳۷۷ ,6,31,حمید حاجی‌زاده,شاعر و از قربانیان قتل‌های زنجیره‌ای ایران,"[{'text': 'حمید حاجی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
۱۳۸۰ ,6,31,حسین خطیبی,نویسنده و سیاستمدار,[],
۱۳۸۶ ,6,31,پریدخت اقبال‌پور,بازیگر,"[{'text': 'پریدخت اقبال\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C%D8%AF%D8%AE%D8%AA_%D8%A7%D9%82%D8%A8%D8%A7%D9%84%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C%D8%AF%D8%AE%D8%AA_%D8%A7%D9%82%D8%A8%D8%A7%D9%84%E2%80%8C%D9%BE%D9%88%D8%B1
۱۳۸۶ ,6,31,علی‌محمد ورقا,مدیر گروه آموزش جغرافیای دانشگاه خوارزمی,[],
۱۳۹۶ ,6,31,نادر گلچین,خواننده,"[{'text': 'نادر گلچین', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%DA%AF%D9%84%DA%86%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%DA%AF%D9%84%DA%86%DB%8C%D9%86
۱۳۹۶ ,6,31,صادق برمکی,از شهروندان ایران,[],
۱۴۰۱ ,6,31,پارسا رضادوست,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'پارسا رضادوست', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7_%D8%B1%D8%B6%D8%A7%D8%AF%D9%88%D8%B3%D8%AA'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7_%D8%B1%D8%B6%D8%A7%D8%AF%D9%88%D8%B3%D8%AA
۱۴۰۱ ,6,31,مهسا موگویی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'مهسا موگویی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D9%85%D9%88%DA%AF%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D9%85%D9%88%DA%AF%D9%88%DB%8C%DB%8C
۱۴۰۱ ,6,31,شیرین علیزاده,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'شیرین علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87
۱۴۰۱ ,6,31,ستاره تاجیک,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],
۱۴۰۲ ,6,31,نعمت احمدی,حقوق‌دان و وکیل دادگستری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نعمت احمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C
۱۴۰۳ ,6,31,رضا سراج,رئیس اطلاعات خارجی سازمان اطلاعات سپاه پاسداران انقلاب اسلامی,"[{'text': 'رضا سراج', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D8%A7%D8%AC'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D8%A7%D8%AC
۱۳۸۵ ,7,1,جلال همتی,خواننده موسیقی مردمی (فولکلوریک) ایران,"[{'text': 'جلال همتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D9%87%D9%85%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D9%87%D9%85%D8%AA%DB%8C
۱۴۰۰ ,7,1,علی لندی,شهروندی که در یک حادثه آتش‌سوزی جان ۲ خانم سالمند را نجات داد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی لندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%84%D9%86%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%84%D9%86%D8%AF%DB%8C
۱۴۰۱ ,7,1,بهار خورشیدی,شهروند ایرانی,"[{'text': 'بهار خورشیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%B1_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%B1_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C
۱۴۰۱ ,7,2,امین تارخ,بازیگر,"[{'text': 'امین تارخ', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86_%D8%AA%D8%A7%D8%B1%D8%AE'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86_%D8%AA%D8%A7%D8%B1%D8%AE
۱۴۰۱ ,7,2,محمد جامه‌بزرگ,از شهروندان ایران,"[{'text': 'محمد جامه\u200cبزرگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D8%A7%D9%85%D9%87%E2%80%8C%D8%A8%D8%B2%D8%B1%DA%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D8%A7%D9%85%D9%87%E2%80%8C%D8%A8%D8%B2%D8%B1%DA%AF
۱۳۱۳ ,7,3,میرزا ابوالقاسم کبیر قمی,فقیه شیعه,[],
۱۳۲۱ ,7,3,غمام همدانی,شاعر معاصر ایرانی,"[{'text': 'غمام همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%85%D8%A7%D9%85_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%85%D8%A7%D9%85_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C
۱۴۰۰ ,7,3,محمدمهدی یعقوبی,کشتی‌گیر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدمهدی یعقوبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DB%8C%D8%B9%D9%82%D9%88%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DB%8C%D8%B9%D9%82%D9%88%D8%A8%DB%8C
۱۳۶۱ ,7,4,رضا مافی,خطاط و نقاش,"[{'text': 'رضا مافی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C
۱۳۹۴ ,7,4,هما روستا,بازیگر,"[{'text': 'هما روستا', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7
۱۴۰۰ ,7,4,سیامک اطلسی,دوبلور و بازیگر,"[{'text': 'سیامک اطلسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%85%DA%A9_%D8%A7%D8%B7%D9%84%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%85%DA%A9_%D8%A7%D8%B7%D9%84%D8%B3%DB%8C
۱۳۶۳ ,7,5,سید عبدالله شیرازی,مراجع تقلید شیعه,"[{'text': 'سید عبدالله شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C
۱۳۷۵ ,7,5,محمد نجیب‌الله,آخرین رییس دولت کمونیستی افغانستان و دبیرکل حزب دموکراتیک خلق افغانستان,"[{'text': 'محمد نجیب\u200cالله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%86%D8%AC%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%86%D8%AC%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87
۱۳۸۸ ,7,5,عباس بلوکی فر,نقاش,"[{'text': 'عباس بلوکی فر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D9%84%D9%88%DA%A9%DB%8C%E2%80%8C%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D9%84%D9%88%DA%A9%DB%8C%E2%80%8C%D9%81%D8%B1
۱۴۰۲ ,7,5,امرالله صابری,بازیگر,"[{'text': 'امرالله صابری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C
۹۶۱ ,7,6,وحشی بافقی,شاعر سده دهم,"[{'text': 'وحشی بافقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%D8%B4%DB%8C_%D8%A8%D8%A7%D9%81%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%88%D8%AD%D8%B4%DB%8C_%D8%A8%D8%A7%D9%81%D9%82%DB%8C
۱۳۵۶ ,7,6,حسین ناصحی,آهنگساز,"[{'text': 'حسین ناصحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%AD%DB%8C
۱۳۸۶ ,7,6,حمید شیرزادگان,فوتبالیست,"[{'text': 'حمید شیرزادگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B4%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B4%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86
۱۳۹۵ ,7,6,جمشید آموزگار,سی و هشتمین نخست وزیر ایران در زمان سلطنت محمدرضا پهلوی,"[{'text': 'جمشید آموزگار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1
۱۳۹۹ ,7,6,محمدمهدی کتیبه,رئیس اداره دوم ستاد مشترک ارتش جمهوری اسلامی ایران و از نجات یافتگان انفجار در دفتر نخست‌وزیری جمهوری اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدمهدی کتیبه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DA%A9%D8%AA%DB%8C%D8%A8%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DA%A9%D8%AA%DB%8C%D8%A8%D9%87
۱۴۰۱ ,7,6,آرش عاشوری‌نیا,عکاس خبری و حامی اعتراض‌های مردم ایران,"[{'text': 'آرش عاشوری\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7
۱۳۶۰ ,7,7,موسی نامجو,وزیر دفاع ایران,"[{'text': 'موسی نامجو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88
۱۳۶۰ ,7,7,یوسف کلاهدوز,قائم‌مقام سپاه پاسداران انقلاب اسلامی,"[{'text': 'یوسف کلاهدوز', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2
۱۳۶۰ ,7,7,محمد جهان‌آرا,فرماندهٔ سپاه پاسداران انقلاب اسلامی خرمشهر,"[{'text': 'محمد جهان\u200cآرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7
۱۳۶۰ ,7,7,جواد فکوری فرمانده نیروی هوایی و وزارت دفاع و پشتیبانی نیروهای مسلح جمهوری اسلامی ایران,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جواد فکوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%DA%A9%D9%88%D8%B1%DB%8C'}, {'text': 'نیروی هوایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D9%87%D9%88%D8%A7%DB%8C%DB%8C'}, {'text': 'وزارت دفاع و پشتیبانی نیروهای مسلح', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%AF%D9%81%D8%A7%D8%B9_%D9%88_%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C_%D9%86%DB%8C%D8%B1%D9%88%D9%87%D8%A7%DB%8C_%D9%85%D8%B3%D9%84%D8%AD'}]",
۱۳۶۰ ,7,7,ولی‌الله فلاحی فرماندهی نیروی زمینی ارتش جمهوری اسلامی ایران,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'نیروی زمینی ارتش جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D8%B2%D9%85%DB%8C%D9%86%DB%8C_%D8%A7%D8%B1%D8%AA%D8%B4_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ولی\u200cالله فلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D9%84%DB%8C%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%A7%D8%AD%DB%8C'}]",
۱۳۶۰ ,7,7,سیدعبدالکریم هاشمی نژاد روحانی انقلابی,,[],
۱۳۷۴ ,7,7,محمد حسن صافی اصفهانی زعیم حوزه علمیه اصفهان,,[],
۱۳۹۱ ,7,7,بهروز مسروری,بازیگر سینما، تلویزیون و رادیو,"[{'text': 'بهروز مسروری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D8%B3%D8%B1%D9%88%D8%B1%DB%8C
۱۳۸۶ ,7,7,حمید قنبری,خواننده و دوبلور (زاده ۱۳۰۳),[],
۱۴۰۳ ,7,7,سید حسن نصرالله. دبیر کل حزب الله لبنان,,"[{'text': 'سید حسن نصرالله', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87'}]",
۱۳۸۰ ,7,8,مهین دیهیم,بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهین دیهیم', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%AF%DB%8C%D9%87%DB%8C%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%AF%DB%8C%D9%87%DB%8C%D9%85
۱۳۹۲ ,7,8,محرم بسیم,بازیگر,"[{'text': 'محرم بسیم', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B1%D9%85_%D8%A8%D8%B3%DB%8C%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B1%D9%85_%D8%A8%D8%B3%DB%8C%D9%85
۱۴۰۰ ,7,8,محمدحسن طریقت منفرد,چشم‌پزشک ایرانی و وزارت بهداشت، درمان و آموزش پزشکی,"[{'text': 'محمدحسن طریقت منفرد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%B7%D8%B1%DB%8C%D9%82%D8%AA_%D9%85%D9%86%D9%81%D8%B1%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%B7%D8%B1%DB%8C%D9%82%D8%AA_%D9%85%D9%86%D9%81%D8%B1%D8%AF
۱۴۰۱ ,7,8,هستی نارویی,یکی از کشته شدگان جریان جمعه خونین زاهدان,"[{'text': 'هستی نارویی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%B3%D8%AA%DB%8C_%D9%86%D8%A7%D8%B1%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%87%D8%B3%D8%AA%DB%8C_%D9%86%D8%A7%D8%B1%D9%88%DB%8C%DB%8C
۱۴۰۱ ,7,8,محمداقبال نائب‌زهی,یکی از کشته‌شدگان جریان جمعه خونین زاهدان,"[{'text': 'محمداقبال نائب\u200cزهی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D9%86%D8%A7%D8%A6%D8%A8%E2%80%8C%D8%B2%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D9%86%D8%A7%D8%A6%D8%A8%E2%80%8C%D8%B2%D9%87%DB%8C
۱۳۰۰ ,7,11,محمدتقی پسیان,نظامی,"[{'text': 'محمدتقی پسیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%BE%D8%B3%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%BE%D8%B3%DB%8C%D8%A7%D9%86
۱۳۶۶ ,7,11,آلک در-خاچاطوریان,مترجم ارمنی‌تبار,"[{'text': 'آلک در-خاچاطوریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%DA%A9_%D8%AF%D8%B1-%D8%AE%D8%A7%DA%86%D8%A7%D8%B7%D9%88%D8%B1%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%A2%D9%84%DA%A9_%D8%AF%D8%B1-%D8%AE%D8%A7%DA%86%D8%A7%D8%B7%D9%88%D8%B1%DB%8C%D8%A7%D9%86
۱۳۸۵ ,7,11,عمران صلاحی,شاعر، نویسنده، مترجم و طنزپرداز,"[{'text': 'عمران صلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%B1%D8%A7%D9%86_%D8%B5%D9%84%D8%A7%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%B1%D8%A7%D9%86_%D8%B5%D9%84%D8%A7%D8%AD%DB%8C
۱۴۰۰ ,7,11,مهین کوره‌چیان,بازیکن بسکتبال,"[{'text': 'مهین کوره\u200cچیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%DA%A9%D9%88%D8%B1%D9%87%E2%80%8C%DA%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%DA%A9%D9%88%D8%B1%D9%87%E2%80%8C%DA%86%DB%8C%D8%A7%D9%86
