year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english,details_english
1360,3,2,نصرالله فلسفی,نویسنده و تاریخ‌نگار,"[{'text': 'نصرالله فلسفی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%B3%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%B3%D9%81%DB%8C,1981,5,23,<No English page found>,Philosophical Nasrallah,The author and historian
1360,3,31,مصطفی چمران,بنیان‌گذار ستاد جنگ‌های نامنظم,"[{'text': 'مصطفی چمران', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%86%D9%85%D8%B1%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%86%D9%85%D8%B1%D8%A7%D9%86,1981,6,21,https://en.wikipedia.org/wiki/Mostafa_Chamran,Mostafa Chamran,Founder
1360,3,31,سعید سلطان‌پور,فعال‌سیاسی چپ‌گرا,"[{'text': 'سعید سلطان\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B3%D9%84%D8%B7%D8%A7%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B3%D9%84%D8%B7%D8%A7%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1,1981,6,21,https://en.wikipedia.org/wiki/Saeed_Soltanpour,Saeed Soltanpour,Left -oriented political activist
1360,4,7,سید محمد بهشتی,سیاستمدار ، روحانی ایرانی و دومین رئیس دیوان عالی کشور,"[{'text': 'سید محمد بهشتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C,1981,6,28,https://en.wikipedia.org/wiki/Mohammad_Beheshti,Mohammad Beheshti,"Politician, Iranian clergyman and the second head of the Supreme Court"
1360,4,7,محمد منتظری,فرزند حسینعلی منتظری,"[{'text': 'محمد منتظری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%86%D8%AA%D8%B8%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%86%D8%AA%D8%B8%D8%B1%DB%8C,1981,6,28,https://en.wikipedia.org/wiki/Mohammad_Montazeri,Mohammad Montazeri,Son of Hossein Ali Montazeri
1360,4,7,رحمان استکی,نماینده شهرکرد در دوره نخست مجلس شورای اسلامی,"[{'text': 'رحمان استکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%A7%D8%B3%D8%AA%DA%A9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%A7%D8%B3%D8%AA%DA%A9%DB%8C,1981,6,28,<No English page found>,Rahman Estek,Representative of Shahrekord in the first term of the Islamic Consultative Assembly
1360,4,7,غلامحسین حقانی,نماینده بندرعباس در دوره نخست مجلس شورای اسلامی,"[{'text': 'غلامحسین حقانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%AD%D9%82%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%AD%D9%82%D8%A7%D9%86%DB%8C,1981,6,28,<No English page found>,Gholamhossein Haqqani,Representative of Bandar Abbas in the first term of the Islamic Consultative Assembly
1360,4,7,سید شمس‌الدین حسینی نائینی,نماینده نائین در دوره نخست مجلس شورای اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید شمس\u200cالدین حسینی نائینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%86%D8%A7%D8%A6%DB%8C%D9%86%DB%8C'}, {'text': 'نائین', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%A6%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%86%D8%A7%D8%A6%DB%8C%D9%86%DB%8C,1981,6,28,<No English page found>,Sayed Shamsuddin Hosseini Naii,Nain's representative in the first term of the Islamic Consultative Assembly
1360,4,15,علی انصاری,دومین استاندار گیلان پس از انقلاب ۱۳۵۷,"[{'text': 'علی انصاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C,1981,7,6,<No English page found>,Ali Ansari,Gilan's second governor after the revolution
1360,5,14,حسن آیت,عضو شورای مرکزی حزب جمهوری اسلامی,"[{'text': 'حسن آیت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A2%DB%8C%D8%AA'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A2%DB%8C%D8%AA,1981,8,5,https://en.wikipedia.org/wiki/Hassan_Ayat,Hassan Ayat,Central Council of the Islamic Republic Party
1360,5,22,موشق سروری,کارگردان، طراح صحنه، تهیه‌کننده و نویسنده ایرانی ارمنی‌تبار,"[{'text': 'موشق سروری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B4%D9%82_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B4%D9%82_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C,1981,8,13,https://en.wikipedia.org/wiki/Mushegh_Sarvarian,Mushegh Sarvarian,"Director, stage designer, producer and writer of Armenian Iranian"
1360,5,27,بهاءالدین محلاتی,عالم دینی و فقیه اصولی,"[{'text': 'بهاءالدین محلاتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AD%D9%84%D8%A7%D8%AA%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AD%D9%84%D8%A7%D8%AA%DB%8C,1981,8,18,<No English page found>,Baha'uddin Mahallati,Jurisprudence
1360,6,21,شهاب‌الدین اشراقی,داماد سید روح‌الله خمینی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شهاب\u200cالدین اشراقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%A7%D8%A8%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%A7%D8%A8%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82%DB%8C,1981,9,12,<No English page found>,Shahabuddin Eshraqi,Sayyid Ruhollah Khomeini's son -in -law
1360,7,7,موسی نامجو,وزیر دفاع ایران,"[{'text': 'موسی نامجو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88,1981,9,29,https://en.wikipedia.org/wiki/Mousa_Namjoo,Mousa Namjoo,Iranian Defense Minister
1360,7,7,یوسف کلاهدوز,قائم‌مقام سپاه پاسداران انقلاب اسلامی,"[{'text': 'یوسف کلاهدوز', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2,1981,9,29,https://en.wikipedia.org/wiki/Yousef_Kolahdouz,Yousef Kolahdouz,Deputy of the Revolutionary Guards Corps
1360,7,7,محمد جهان‌آرا,فرماندهٔ سپاه پاسداران انقلاب اسلامی خرمشهر,"[{'text': 'محمد جهان\u200cآرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7,1981,9,29,<No English page found>,Mohammad Jahanara,Commander of the Islamic Revolutionary Guard Corps of Khorramshahr
1360,8,7,حسن لاهوتی اشکوری,نماینده مردم رشت در دوره نخست مجلس شورای اسلامی,"[{'text': 'حسن لاهوتی اشکوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%84%D8%A7%D9%87%D9%88%D8%AA%DB%8C_%D8%A7%D8%B4%DA%A9%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%84%D8%A7%D9%87%D9%88%D8%AA%DB%8C_%D8%A7%D8%B4%DA%A9%D9%88%D8%B1%DB%8C,1981,10,29,<No English page found>,Hassan Lahouti Eshkouri,Representative of the people of Rasht in the first term of the Islamic Consultative Assembly
1360,8,24,علامه طباطبایی,فقیه، فیلسوف و مفسر قرآن,"[{'text': 'علامه طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C,1981,11,15,https://en.wikipedia.org/wiki/Muhammad_Husayn_Tabataba%27i,<No English name found>,"Quranic jurist, philosopher and commentator"
1360,9,13,جلال‌الدین تاج اصفهانی,استاد آواز,"[{'text': 'جلال\u200cالدین تاج اصفهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AA%D8%A7%D8%AC'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AA%D8%A7%D8%AC,1981,12,4,<No English page found>,Jalaluddin Taj Isfahani,Master Singing
1360,9,25,نصرالله زرین‌پنجه,آهنگساز,"[{'text': 'نصرالله زرین\u200cپنجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%BE%D9%86%D8%AC%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%BE%D9%86%D8%AC%D9%87,1981,12,16,<No English page found>,Nasrallah Zarrinnjeh,Composer
1360,10,26,علی دشتی,نویسنده و دیپلمات,"[{'text': 'علی دشتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AF%D8%B4%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AF%D8%B4%D8%AA%DB%8C,1982,1,16,https://en.wikipedia.org/wiki/Ali_Dashti,Ali Dashti,Author and diplomat
1360,11,19,اشرف ربیعی,از اعضای سازمان مجاهدین خلق ایران و نخستین همسر مسعود رجوی,"[{'text': 'اشرف ربیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%B1%D9%81_%D8%B1%D8%A8%DB%8C%D8%B9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%B1%D9%81_%D8%B1%D8%A8%DB%8C%D8%B9%DB%8C,1982,2,8,https://en.wikipedia.org/wiki/Ashraf_Rabiei,Ashraf Rabiei,One of the members of the Mojahedin Khalq Organization and the first wife of Massoud Rajavi
1360,11,19,موسی خیابانی,از رهبران سازمان مجاهدین خلق ایران,"[{'text': 'موسی خیابانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%DB%8C_%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%DB%8C_%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DB%8C,1982,2,8,https://en.wikipedia.org/wiki/Mousa_Khiabani,Mousa Khiabani,One of the leaders of the Mojahedin Khalq Organization
1360,11,19,آذر رضایی,از اعضای سازمان مجاهدین خلق ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'آذر رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C,1982,2,8,<No English page found>,Azar Rezai,Members of the Mojahedin Khalq Organization of Iran
1361,1,6,اسماعیل ادیب خوانساری,خواننده,"[{'text': 'اسماعیل ادیب خوانساری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C,1982,3,26,https://en.wikipedia.org/wiki/Adib_Khansari,Adib Khansari,Reader
1361,2,10,محسن وزوایی,فرمانده لشکر ۱۰ سیدالشهدا,"[{'text': 'محسن وزوایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%88%D8%B2%D9%88%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%88%D8%B2%D9%88%D8%A7%DB%8C%DB%8C,1982,4,30,https://en.wikipedia.org/wiki/Mohsen_Vezvaei,Mohsen Vezvaei,Sayed al -Shohada commander
1361,3,2,محمود شهبازی,از اعضای سپاه پاسداران انقلاب اسلامی,"[{'text': 'محمود شهبازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B4%D9%87%D8%A8%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B4%D9%87%D8%A8%D8%A7%D8%B2%DB%8C,1982,5,23,<No English page found>,Mahmoud Shahbazi,Members of the Islamic Revolutionary Guard Corps
1361,3,3,محمدامین ادیب طوسی,ادیب و پژوهشگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدامین ادیب طوسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%B7%D9%88%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%B7%D9%88%D8%B3%DB%8C,1982,5,24,<No English page found>,Mohammad Adib Tusi,Adib and Researcher
1361,3,11,سید حسین میرخانی,خوشنویس و نستعلیق‌نویس,"[{'text': 'سید حسین میرخانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%DB%8C,1982,6,1,<No English page found>,Seyyed Hossein Mirkhani,Calligraphy and Nastaliq
1361,3,23,حسین جنتی,فرزند احمد جنتی و از اعضای سازمان مجاهدین خلق ایران,"[{'text': 'حسین جنتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AC%D9%86%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AC%D9%86%D8%AA%DB%8C,1982,6,13,<No English page found>,Hossein Jannati,Son of Ahmad Jannati and a member of the Mojahedin Khalq Organization
1361,4,11,محمد صدوقی,مجتهد,"[{'text': 'محمد صدوقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D9%88%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D9%88%D9%82%DB%8C,1982,7,2,https://en.wikipedia.org/wiki/Mohammad_Sadoughi,Mohammad Sadoughi,Mojtahed
1361,4,30,عباس دوران,نظامی و خلبان,"[{'text': 'عباس دوران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AF%D9%88%D8%B1%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AF%D9%88%D8%B1%D8%A7%D9%86,1982,7,21,https://en.wikipedia.org/wiki/Abbas_Doran,Abbas Doran,Military and pilot
1361,5,3,حمید عنایت,نویسنده و مترجم,"[{'text': 'حمید عنایت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B9%D9%86%D8%A7%DB%8C%D8%AA'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B9%D9%86%D8%A7%DB%8C%D8%AA,1982,7,25,https://en.wikipedia.org/wiki/Hamid_Enayat,Hamid Enayat,Author and Translator
1361,6,24,صادق قطب‌زاده,سیاستمدار,"[{'text': 'صادق قطب\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%82%D8%B7%D8%A8%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%82%D8%B7%D8%A8%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,1982,9,15,https://en.wikipedia.org/wiki/Sadegh_Ghotbzadeh,Sadegh Ghotbzadeh,The politician
1361,7,4,رضا مافی,خطاط و نقاش,"[{'text': 'رضا مافی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C,1982,9,26,<No English page found>,Reza Mafi,Calligraphy and painter
1361,7,15,یحیی شمشادیان,نظامی و خلبان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'یحیی شمشادیان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B4%D9%85%D8%B4%D8%A7%D8%AF%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B4%D9%85%D8%B4%D8%A7%D8%AF%DB%8C%D8%A7%D9%86,1982,10,7,<No English page found>,Yahya Shamshadian,Military and pilot
1361,11,9,حسن باقری,از فرماندهان نظامی,"[{'text': 'حسن باقری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C,1983,1,29,https://en.wikipedia.org/wiki/Hassan_Bagheri,Hassan Bagheri,Of military commanders
1361,11,9,عبدالمجید بقایی,نظامی ایرانی,"[{'text': 'عبدالمجید بقایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C,1983,1,29,<No English page found>,Abdul Majid Baqaei,Iranian military
1361,12,9,منیر وکیلی,خواننده,"[{'text': 'منیر وکیلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D9%88%DA%A9%DB%8C%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D9%88%DA%A9%DB%8C%D9%84%DB%8C,1983,2,28,https://en.wikipedia.org/wiki/Monir_Vakili,Monir Vakili,Reader
1361,12,15,حسینقلی مستعان,نویسنده,"[{'text': 'حسینقلی مستعان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D9%82%D9%84%DB%8C_%D9%85%D8%B3%D8%AA%D8%B9%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D9%82%D9%84%DB%8C_%D9%85%D8%B3%D8%AA%D8%B9%D8%A7%D9%86,1983,3,6,<No English page found>,Hosseinqoli Magazan,Author
1362,3,1,محمد بروجردی,نظامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمد بروجردی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C,1983,5,22,https://en.wikipedia.org/wiki/Mohammad_Boroujerdi,Mohammad Boroujerdi,Military
1362,3,23,نصرت امین,نخستین بانوی دارای اجازه اجتهاد در تاریخ معاصر ایران,"[{'text': 'نصرت امین', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%AA_%D8%A7%D9%85%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%AA_%D8%A7%D9%85%DB%8C%D9%86,1983,6,13,https://en.wikipedia.org/wiki/Lady_Amin,Lady Amin,The first lady with the permission of ijtihad in contemporary Iranian history
1362,3,28,اعدام مونا محمودنژاد,به همراه ده تن از دختران و زنان دیگر بهائی,"[{'text': 'مونا محمودنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D9%86%D8%A7_%D9%85%D8%AD%D9%85%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%88%D9%86%D8%A7_%D9%85%D8%AD%D9%85%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF,1983,6,18,https://en.wikipedia.org/wiki/Mona_Mahmudnizhad,Mona Mahmudnizhad,Along with ten of the girls and other Baha'i women
1362,5,13,علیرضا موحد دانش,نظامی عضو سپاه پاسداران,"[{'text': 'علیرضا موحد دانش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D9%85%D9%88%D8%AD%D8%AF_%D8%AF%D8%A7%D9%86%D8%B4'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D9%85%D9%88%D8%AD%D8%AF_%D8%AF%D8%A7%D9%86%D8%B4,1983,8,4,<No English page found>,Alireza Movahed Danesh,Revolutionary Guard Member
1362,5,18,امین‌الله حسین,آهنگساز,"[{'text': 'امین\u200cالله حسین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AD%D8%B3%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AD%D8%B3%DB%8C%D9%86,1983,8,9,https://en.wikipedia.org/wiki/Andr%C3%A9_Hossein,<No English name found>,Composer
1362,12,17,محمدابراهیم همت,از فرماندهان سپاه پاسداران انقلاب اسلامی,"[{'text': 'محمدابراهیم همت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%87%D9%85%D8%AA'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%87%D9%85%D8%AA,1984,3,7,https://en.wikipedia.org/wiki/Mohammad_Ebrahim_Hemmat,Mohammad Ebrahim Hemmat,One of the commanders of the Islamic Revolutionary Guard Corps
