year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english
1390,3,21,هدی صابر,روزنامه‌نگار و فعال ملی-مذهبی و زندانی سیاسی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'هدی صابر', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%AF%DB%8C_%D8%B5%D8%A7%D8%A8%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%87%D8%AF%DB%8C_%D8%B5%D8%A7%D8%A8%D8%B1,2011,6,11,https://en.wikipedia.org/wiki/Hoda_Saber,Hoda Saber
1390,4,11,محمدعلی صدوقی,نماینده ولیه فقیه در استان یزد و فرزند محمد صدوقی,"[{'text': 'محمدعلی صدوقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B5%D8%AF%D9%88%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B5%D8%AF%D9%88%D9%82%DB%8C,2011,7,2,<No English page found>,Mohammad Ali Sadoughi
1390,4,20,حسن میرزایی اهرنجانی,عضو هیئت علمی گروه مدیریت دولتی دانشکده مدیریت دانشگاه تهران,"[{'text': 'حسن میرزایی اهرنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%DB%8C_%D8%A7%D9%87%D8%B1%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%DB%8C_%D8%A7%D9%87%D8%B1%D9%86%D8%AC%D8%A7%D9%86%DB%8C,2011,7,11,<No English page found>,Hassan Mirzaei Ahsani
1390,4,27,روح‌الله داداشی,ورزشکار,"[{'text': 'روح\u200cالله داداشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%A7%D8%AF%D8%A7%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%A7%D8%AF%D8%A7%D8%B4%DB%8C,2011,7,18,https://en.wikipedia.org/wiki/Rouhollah_Dadashi,Rouhollah Dadashi
1390,4,31,لیلا اسفندیاری,کوهنورد,"[{'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'لیلا اسفندیاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C,2011,7,22,https://en.wikipedia.org/wiki/Leila_Esfandyari,Leila Esfandyari
1390,5,4,محمدتقی برخوردار,کارآفرین,"[{'text': 'محمدتقی برخوردار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D8%B1%D8%AE%D9%88%D8%B1%D8%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D8%B1%D8%AE%D9%88%D8%B1%D8%AF%D8%A7%D8%B1,2011,7,26,https://en.wikipedia.org/wiki/Mohammad_Taghi_Barkhordar,Mohammad Taghi Barkhordar
1390,5,19,بابک معصومی,بازیکن و کاپیتان پیشین تیم ملی فوتسال,"[{'text': 'بابک معصومی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C,2011,8,10,https://en.wikipedia.org/wiki/Babak_Masoumi,Babak Masoumi
1390,6,26,احمد دشتی نجفی,مجتهد,"[{'text': 'احمد دشتی نجفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%AF%D8%B4%D8%AA%DB%8C_%D9%86%D8%AC%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%AF%D8%B4%D8%AA%DB%8C_%D9%86%D8%AC%D9%81%DB%8C,2011,9,17,<No English page found>,Ahmad Dashti Najafi
1390,6,30,علی‌رضا ملاسلطانی,قاتل روح‌الله داداشی,"[{'text': 'علی\u200cرضا ملاسلطانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D9%85%D9%84%D8%A7%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D9%85%D9%84%D8%A7%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C,2011,9,21,<No English page found>,Ali Reza Malasoltani
1390,7,13,مهرداد مشایخی,جامعه شناس,"[{'text': 'مهرداد مشایخی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B4%D8%A7%DB%8C%D8%AE%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B4%D8%A7%DB%8C%D8%AE%DB%8C,2011,10,5,<No English page found>,Mehrdad Mashayekhi
1390,7,29,یحیی شیدا,شاعر,"[{'text': 'یحیی شیدا', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B4%DB%8C%D8%AF%D8%A7'}]",https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B4%DB%8C%D8%AF%D8%A7,2011,10,21,<No English page found>,Yahya Sheida
1390,8,2,تیمور لکستانی,پدر برق ایران که پدر او مسعود دیوان در اثر حمله افراد اسماعیل سیمیتقو کشته شد,"[{'text': 'تیمور لکستانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85%D9%88%D8%B1_%D9%84%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85%D9%88%D8%B1_%D9%84%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C,2011,10,24,<No English page found>,Timur Lakstani
1390,8,8,عباسعلی عمید زنجانی,نماینده دوره سوم مجلس شورای اسلامی و دوره چهارم مجلس شورای اسلامی از حوزه انتخابیه تهران، ری، شمیرانات، اسلامشهر و پردیس,"[{'text': 'عباسعلی عمید زنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%B9%D9%85%DB%8C%D8%AF_%D8%B2%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%B9%D9%85%DB%8C%D8%AF_%D8%B2%D9%86%D8%AC%D8%A7%D9%86%DB%8C,2011,10,30,https://en.wikipedia.org/wiki/Abbas-Ali_Amid_Zanjani,Abbas-Ali Amid Zanjani
1390,8,21,حسن تهرانی مقدم,نظامی و ملقب به پدر موشکی ایران,"[{'text': 'حسن تهرانی مقدم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B7%D9%87%D8%B1%D8%A7%D9%86%DB%8C_%D9%85%D9%82%D8%AF%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B7%D9%87%D8%B1%D8%A7%D9%86%DB%8C_%D9%85%D9%82%D8%AF%D9%85,2011,11,12,https://en.wikipedia.org/wiki/Hassan_Tehrani_Moghaddam,Hassan Tehrani Moghaddam
1390,8,22,احمد رضایی میرقائد,فرزند ارشد محسن رضایی,"[{'text': 'احمد رضایی میرقائد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C_%D9%85%DB%8C%D8%B1%D9%82%D8%A7%D8%A6%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C_%D9%85%DB%8C%D8%B1%D9%82%D8%A7%D8%A6%D8%AF,2011,11,13,https://en.wikipedia.org/wiki/Ahmad_Rezaee,Ahmad Rezaee
1390,9,1,محمدحسین شریعتی,از مخالفان دودمان پهلوی,"[{'text': 'محمدحسین شریعتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C,2011,11,22,<No English page found>,Mohammad Hossein Shariati
1390,9,15,غلامرضا بروسان,شاعر,"[{'text': 'غلامرضا بروسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A8%D8%B1%D9%88%D8%B3%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A8%D8%B1%D9%88%D8%B3%D8%A7%D9%86,2011,12,6,<No English page found>,Gholamreza Brassan
1390,9,18,میرمحمد تجدد,بازیگر سینما و تلویزیون,"[{'text': 'میرمحمد تجدد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D9%85%D8%AD%D9%85%D8%AF_%D8%AA%D8%AC%D8%AF%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D9%85%D8%AD%D9%85%D8%AF_%D8%AA%D8%AC%D8%AF%D8%AF,2011,12,9,<No English page found>,Mir Muhammad Modernity
1390,9,25,پرویز منصوری,موسیقی‌دان,"[{'text': 'پرویز منصوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C,2011,12,16,https://en.wikipedia.org/wiki/Parviz_Mansouri,Parviz Mansouri
1390,10,13,حاجی بخشی,از اعضای بسیج,"[{'text': 'حاجی بخشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%DB%8C_%D8%A8%D8%AE%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%DB%8C_%D8%A8%D8%AE%D8%B4%DB%8C,2012,1,3,<No English page found>,Haji Bakhshi
1390,10,16,محمداسماعیل تشید,از بنیانگذاران بیهوشی نوین در ایران,"[{'text': 'محمداسماعیل تشید', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%AA%D8%B4%DB%8C%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%AA%D8%B4%DB%8C%D8%AF,2012,1,6,<No English page found>,Mohammad Ismail
1390,10,23,ایرج گرگین,روزنامه‌نگار و گوینده تلویزیون (ز. ۱۳۱۳),"[{'text': 'ایرج گرگین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%DA%AF%D8%B1%DA%AF%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%DA%AF%D8%B1%DA%AF%DB%8C%D9%86,2012,1,13,https://en.wikipedia.org/wiki/Iraj_Gorgin,Iraj Gorgin
1390,10,23,عبدالله مجتبوی,کشتی‌گیر,"[{'text': 'عبدالله مجتبوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D9%85%D8%AC%D8%AA%D8%A8%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D9%85%D8%AC%D8%AA%D8%A8%D9%88%DB%8C,2012,1,13,https://en.wikipedia.org/wiki/Abdollah_Mojtabavi,Abdollah Mojtabavi
1390,10,25,ساناز کیهان,بازیگر,"[{'text': 'ساناز کیهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%A7%D8%B2_%DA%A9%DB%8C%D9%87%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%A7%D8%B2_%DA%A9%DB%8C%D9%87%D8%A7%D9%86,2012,1,15,<No English page found>,Sanaz Kayhan
1390,10,28,عبدالله بوتیمار,بازیگر,"[{'text': 'عبدالله بوتیمار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%88%D8%AA%DB%8C%D9%85%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%88%D8%AA%DB%8C%D9%85%D8%A7%D8%B1,2012,1,18,<No English page found>,Abdullah Botimar
1390,11,15,هدیش بیگدلی شاملو,هنرمند,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'هدیش بیگدلی شاملو', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%AF%DB%8C%D8%B4_%D8%A8%DB%8C%DA%AF%D8%AF%D9%84%DB%8C_%D8%B4%D8%A7%D9%85%D9%84%D9%88'}]",https://fa.wikipedia.org/wiki/%D9%87%D8%AF%DB%8C%D8%B4_%D8%A8%DB%8C%DA%AF%D8%AF%D9%84%DB%8C_%D8%B4%D8%A7%D9%85%D9%84%D9%88,2012,2,4,<No English page found>,Hedish Bigdel Shamloo
1390,11,16,فریدون فریاد,شاعر,"[{'text': 'فریدون فریاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF,2012,2,5,<No English page found>,Fereydoon scream
1390,11,17,اسفندیار احمدیه,نقاش,"[{'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': 'اسفندیار احمدیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%D9%87'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%D9%87,2012,2,6,https://en.wikipedia.org/wiki/Esfandiar_Ahmadieh,Esfandiar Ahmadieh
1390,11,19,ابراهیم یونسی,نویسنده,"[{'text': 'ابراهیم یونسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DB%8C%D9%88%D9%86%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DB%8C%D9%88%D9%86%D8%B3%DB%8C,2012,2,8,https://en.wikipedia.org/wiki/Brayim_Younisi,Brayim Younisi
1390,11,21,پرویز رجبی,ایران‌شناس و تاریخ‌نگار,"[{'text': 'پرویز رجبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B1%D8%AC%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B1%D8%AC%D8%A8%DB%8C,2012,2,10,<No English page found>,Parviz Rajabi
1390,11,29,مریم بهروزی,زندانی سیاسی,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'مریم بهروزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D9%85_%D8%A8%D9%87%D8%B1%D9%88%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D9%85_%D8%A8%D9%87%D8%B1%D9%88%D8%B2%DB%8C,2012,2,18,https://en.wikipedia.org/wiki/Mariam_Behruzi,Mariam Behruzi
1390,12,15,فیروز (بازیگر),رزمی‌کار و بازیگر,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'فیروز (بازیگر)', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2_(%D8%A8%D8%A7%D8%B2%DB%8C%DA%AF%D8%B1)'}]",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2_(%D8%A8%D8%A7%D8%B2%DB%8C%DA%AF%D8%B1),2012,3,5,<No English page found>,Firouz (actor)
1390,12,18,سیمین دانشور,نویسنده، شاعر، مترجم و همسر جلال آل‌احمد (زاده ۸ اردیبهشت ۱۳۰۰),"[{'text': 'سیمین دانشور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%DB%8C%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%DB%8C%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%D9%88%D8%B1,2012,3,8,https://en.wikipedia.org/wiki/Simin_Daneshvar,Simin Daneshvar
1390,12,25,مجید میرزاییان,بازیگر,"[{'text': 'مجید میرزاییان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%DB%8C%D8%A7%D9%86,2012,3,15,<No English page found>,Majid Mirzaian
1390,12,28,جلال ذوالفنون,موسیقی‌دان,"[{'text': 'جلال ذوالفنون', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86,2012,3,18,https://en.wikipedia.org/wiki/Jalal_Zolfonun,Jalal Zolfonun
1390,12,3,علی ابوالحسنی,مورخ,"[{'text': 'علی ابوالحسنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86%DB%8C,2012,2,22,https://en.wikipedia.org/wiki/Ali_Abolhassani,Ali Abolhassani
1391,1,3,غلامحسین سمندری,دوتار نواز (زاده ۱۳۱۱),"[{'text': 'غلامحسین سمندری', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C,2012,3,22,<No English page found>,Gholamhossein Samandari
1391,1,5,پروین‌دخت یزدانیان,بازیگر,"[{'text': 'پروین\u200cدخت یزدانیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86%E2%80%8C%D8%AF%D8%AE%D8%AA_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86%E2%80%8C%D8%AF%D8%AE%D8%AA_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%86,2012,3,24,<No English page found>,Parvin Dakht Yazdanian
1391,1,8,میراکبر غفاری قره‌باغ,نماینده دوره اول مجلس شورای اسلامی از شهرستان ارومیه (آذربایجان غربی) (زاده ۱۳۱۵),"[{'text': 'میراکبر غفاری قره\u200cباغ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%A7%DA%A9%D8%A8%D8%B1_%D8%BA%D9%81%D8%A7%D8%B1%DB%8C_%D9%82%D8%B1%D9%87%E2%80%8C%D8%A8%D8%A7%D8%BA'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%A7%DA%A9%D8%A8%D8%B1_%D8%BA%D9%81%D8%A7%D8%B1%DB%8C_%D9%82%D8%B1%D9%87%E2%80%8C%D8%A8%D8%A7%D8%BA,2012,3,27,<No English page found>,Miracbar Ghaffari Gharabagh
1391,1,17,فاطمه طاهری,بازیگر ایرانی (ز. ۱۳۱۸),"[{'text': 'فاطمه طاهری', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C,2012,4,5,<No English page found>,Fatima Taheri
1391,1,19,ایرج بقایی کرمانی,نویسنده,"[{'text': 'ایرج بقایی کرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,2012,4,7,<No English page found>,Iraj Baqaei Kermani
1391,1,29,ایلوش خوشابه,بازیگر,"[{'text': 'ایلوش خوشابه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%88%D8%B4_%D8%AE%D9%88%D8%B4%D8%A7%D8%A8%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%88%D8%B4_%D8%AE%D9%88%D8%B4%D8%A7%D8%A8%D9%87,2012,4,17,https://en.wikipedia.org/wiki/Iloosh_Khoshabe,Iloosh Khoshabe
1391,2,1,غلامرضا قاسمی,از فرماندهان نیروی زمینی ارتش جمهوری اسلامی ایران در جنگ ایران و عراق,"[{'text': 'غلامرضا قاسمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%A7%D8%B3%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%A7%D8%B3%D9%85%DB%8C,2012,4,20,<No English page found>,Gholamreza Ghasemi
1391,2,6,اباصلت صادقی,عضو عالی انجمن خوش‌نویسان ایران,"[{'text': 'اباصلت صادقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%A7%D8%B5%D9%84%D8%AA_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%A7%D8%B5%D9%84%D8%AA_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C,2012,4,25,<No English page found>,Sadeghi
1391,2,17,ایرج قادری,کارگردان,"[{'text': 'ایرج قادری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%82%D8%A7%D8%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%82%D8%A7%D8%AF%D8%B1%DB%8C,2012,5,6,https://en.wikipedia.org/wiki/Iraj_Ghaderi,Iraj Ghaderi
1391,2,22,پرویز شهریاری,ریاضی‌دان، مترجم، روزنامه‌نگار و فعال سیاسی (ز. ۱۳۰۵),"[{'text': 'پرویز شهریاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C,2012,5,11,<No English page found>,Parviz Shahriari
1391,2,26,مجید جمالی فشی,رزمی‌کار و متهم به ترور مسعود علی‌محمدی,"[{'text': 'مجید جمالی فشی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%AC%D9%85%D8%A7%D9%84%DB%8C_%D9%81%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%AC%D9%85%D8%A7%D9%84%DB%8C_%D9%81%D8%B4%DB%8C,2012,5,15,https://en.wikipedia.org/wiki/Majid_Jamali_Fashi,Majid Jamali Fashi
