years,title,links,day,month
1358.0,بنیان‌گذاری مجلس خبرگان قانون اساسی,"[{'text': 'مجلس خبرگان قانون اساسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D9%82%D8%A7%D9%86%D9%88%D9%86_%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C'}]",28,5
1358.0,پایان,[],28,5
1367.0,پایان جنگ ایران و عراق,"[{'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}]",29,5
1388.0,دومین انتخابات ریاست جمهوری افغانستان,[],29,5
1393.0,استیضاح رضا فرجی‌دانا,"[{'text': 'استیضاح رضا فرجی\u200cدانا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%DB%8C%D8%B6%D8%A7%D8%AD_%D8%B1%D8%B6%D8%A7_%D9%81%D8%B1%D8%AC%DB%8C%E2%80%8C%D8%AF%D8%A7%D9%86%D8%A7'}]",29,5
1395.0,کسب اولین مدال تاریخ زنان ایران در المپیک توسط کیمیا علیزاده,"[{'text': 'المپیک', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%BE%DB%8C%DA%A9'}, {'text': 'کیمیا علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%85%DB%8C%D8%A7_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",29,5
893.0,وقوع جنگ چالدران در دشت چالدران (در شمال آذربایجان غربی) و شکست سپاه قزلباش ایران به فرماندهی شاه اسماعیل یکم صفوی از ارتش عثمانی به فرماندهی سلطان سلیم یکم,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'آذربایجان غربی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%BA%D8%B1%D8%A8%DB%8C'}, {'text': 'جنگ چالدران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%DA%86%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D9%86'}, {'text': 'سلطان سلیم یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%DB%8C%D9%85_%DB%8C%DA%A9%D9%85'}, {'text': 'شاه اسماعیل یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'قزلباش', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B2%D9%84%D8%A8%D8%A7%D8%B4'}]",31,5
1332.0,محمدرضاشاه پهلوی در بغداد با ملک فیصل دوم ملاقات و گفتگو کرد,"[{'text': 'بغداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF'}, {'text': 'محمدرضاشاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'ملک فیصل دوم', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B5%D9%84_%D8%AF%D9%88%D9%85'}]",31,5
1342.0,تأسیس دانشگاه تربیت معلم,[],31,5
1349.0,قتل سپهبد تیمور بختیار,"[{'text': 'تیمور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}]",31,5
1357.0,پیام روح‌الله خمینی در پی آتش‌سوزی سینما رکس آبادان,"[{'text': 'آتش\u200cسوزی سینما رکس آبادان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%B3%DB%8C%D9%86%D9%85%D8%A7_%D8%B1%DA%A9%D8%B3_%D8%A2%D8%A8%D8%A7%D8%AF%D8%A7%D9%86'}]",31,5
1381.0,زمین‌لرزه بوئین‌زهرا,[],31,5
1397.0,حادثه ریزش غار یخی چما,"[{'text': 'غار یخی چما', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%B1_%DB%8C%D8%AE%DB%8C_%DA%86%D9%85%D8%A7'}]",1,6
1398.0,آغاز لیگ برتر فوتبال ایران ۹۹–۱۳۹۸,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لیگ برتر فوتبال ایران ۹۹–۱۳۹۸', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%DA%AF_%D8%A8%D8%B1%D8%AA%D8%B1_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B9%DB%B9%E2%80%93%DB%B1%DB%B3%DB%B9%DB%B8'}]",1,6
1398.0,آغاز جام حذفی فوتبال ایران ۹۹–۱۳۹۸,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جام حذفی فوتبال ایران ۹۹–۱۳۹۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AD%D8%B0%D9%81%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B9%DB%B9%E2%80%93%DB%B1%DB%B3%DB%B9%DB%B8'}]",1,6
1379.0,آغاز تظاهرات خرم‌آباد,[],2,6
1318.0,برگزاری نخستین مسابقه‌های رسمی در ورزشگاه شهید شیرودی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ورزشگاه شهید شیرودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D8%B2%D8%B4%DA%AF%D8%A7%D9%87_%D8%B4%D9%87%DB%8C%D8%AF_%D8%B4%DB%8C%D8%B1%D9%88%D8%AF%DB%8C'}]",3,6
1320.0,آغاز اشغال ایران در جنگ جهانی دوم,"[{'text': 'اشغال ایران در جنگ جهانی دوم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%BA%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AC%D9%86%DA%AF_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D8%AF%D9%88%D9%85'}]",3,6
1387.0,حادثه پرواز شماره ۶۸۹۵ هواپیمایی آسمان,"[{'text': 'پرواز شماره ۶۸۹۵ هواپیمایی آسمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B6%DB%B8%DB%B9%DB%B5_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%A2%D8%B3%D9%85%D8%A7%D9%86'}]",3,6
1390.0,سیل ارادک‌رود چناران,[],3,6
450.0,نبرد ملازگرد,"[{'text': 'نبرد ملازگرد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%84%D8%A7%D8%B2%DA%AF%D8%B1%D8%AF'}]",4,6
1317.0,پایان ساخت راه‌آهن سراسری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'راه\u200cآهن سراسری ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%87%E2%80%8C%D8%A2%D9%87%D9%86_%D8%B3%D8%B1%D8%A7%D8%B3%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",4,6
1367.0,تصویب قطعنامه ۶۲۰ شورای امنیت,"[{'text': 'قطعنامه ۶۲۰ شورای امنیت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B7%D8%B9%D9%86%D8%A7%D9%85%D9%87_%DB%B6%DB%B2%DB%B0_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA'}]",4,6
1395.0,حادثه شهریور هواپیمایی زاگرس,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': 'هواپیمایی زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",4,6
1397.0,زمین‌لرزه شهریور تازه‌آباد کرمانشاه,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",4,6
1397.0,سانحه جنگنده اف-۵ دزفول,"[{'text': 'سانحه جنگنده اف-۵ دزفول', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%AC%D9%86%DA%AF%D9%86%D8%AF%D9%87_%D8%A7%D9%81-%DB%B5_%D8%AF%D8%B2%D9%81%D9%88%D9%84'}]",4,6
1357.0,انحلال دولت جمشید آموزگار و تشکیل دولت سوم جعفر شریف‌امامی,"[{'text': 'دولت جمشید آموزگار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1'}, {'text': 'دولت سوم جعفر شریف\u200cامامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D8%B3%D9%88%D9%85_%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D8%B1%DB%8C%D9%81%E2%80%8C%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",5,6
1385.0,آغاز فعالیت کمپین یک میلیون امضا,"[{'text': 'کمپین یک میلیون امضا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D9%BE%DB%8C%D9%86_%DB%8C%DA%A9_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%A7%D9%85%D8%B6%D8%A7'}]",5,6
1389.0,زمین‌لرزه دامغان,[],5,6
1390.0,اعتراض به خشک شدن دریاچه ارومیه,[],5,6
1394.0,آغاز جام حذفی فوتبال ایران ۹۵–۱۳۹۴,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جام حذفی فوتبال ایران ۹۵–۱۳۹۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AD%D8%B0%D9%81%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B9%DB%B5%E2%80%93%DB%B1%DB%B3%DB%B9%DB%B4'}]",5,6
1395.0,آغاز انتشار جنجال املاک نجومی,"[{'text': 'جنجال املاک نجومی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%AC%D8%A7%D9%84_%D8%A7%D9%85%D9%84%D8%A7%DA%A9_%D9%86%D8%AC%D9%88%D9%85%DB%8C'}]",7,6
1286.0,امضا شدن قرارداد سن پترزبورگ میان امپراتوری روسیه و امپراتوری بریتانیا در مورد ایران,"[{'text': 'قرارداد سن پترزبورگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF_%D8%B3%D9%86_%D9%BE%D8%AA%D8%B1%D8%B2%D8%A8%D9%88%D8%B1%DA%AF'}]",8,6
1347.0,صدرالملوک بزرگ‌نیا به‌عنوان نماینده رشتخوار و خواف در مجلس شورای ملی انتخاب شد,"[{'text': 'صدرالملوک بزرگ\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%D8%B1%D8%A7%D9%84%D9%85%D9%84%D9%88%DA%A9_%D8%A8%D8%B2%D8%B1%DA%AF%E2%80%8C%D9%86%DB%8C%D8%A7'}]",8,6
1380.0,اعتراضات به تقسیم استان خراسان,"[{'text': 'اعتراضات به تقسیم استان خراسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%82%D8%B3%DB%8C%D9%85_%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86'}]",8,6
1402.0,آتش‌سوزی پتروشیمی غدیر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پتروشیمی غدیر', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%AA%D8%B1%D9%88%D8%B4%DB%8C%D9%85%DB%8C_%D8%BA%D8%AF%DB%8C%D8%B1'}]",8,6
1345.0,فرهاد جم، بازیگر,"[{'text': 'فرهاد جم', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%AC%D9%85'}]",8,6
1354.0,حسین اوجاقی، ووشوکار,"[{'text': 'حسین اوجاقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%88%D8%AC%D8%A7%D9%82%DB%8C'}]",8,6
1364.0,پریناز ایزدیار، بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پریناز ایزدیار', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C%D9%86%D8%A7%D8%B2_%D8%A7%DB%8C%D8%B2%D8%AF%DB%8C%D8%A7%D8%B1'}]",8,6
1364.0,احسان لشگری، کشتی‌گیر,"[{'text': 'احسان لشگری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D8%B3%D8%A7%D9%86_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C'}]",8,6
1347.0,زمین‌لرزه دشت‌بیاض,[],9,6
1357.0,ربوده شدن سید موسی صدر,"[{'text': 'سید موسی صدر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D8%B5%D8%AF%D8%B1'}]",9,6
1396.0,رقابت ۹ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ آسیا,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",9,6
1403.0,انتشار میزان وام‌ها و تسهیلات پرداختی به کارکنان شبکه بانکی ایران توسط بانک مرکزی جمهوری اسلامی ایران,[],9,6
1312.0,غزل تاجبخش، شاعر و نویسنده,"[{'text': 'غزل تاجبخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B2%D9%84_%D8%AA%D8%A7%D8%AC%D8%A8%D8%AE%D8%B4'}]",9,6
1320.0,کمال خان هوت، خواننده,"[{'text': 'کمال خان هوت', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84_%D8%AE%D8%A7%D9%86_%D9%87%D9%88%D8%AA'}]",9,6
1326.0,علی پاتریک پهلوی، از فرزندان علیرضا پهلوی یکم,"[{'text': 'علی پاتریک پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%BE%D8%A7%D8%AA%D8%B1%DB%8C%DA%A9_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",9,6
1333.0,سید محمد جهان‌آرا، نظامی,"[{'text': 'سید محمد جهان\u200cآرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7'}]",9,6
1333.0,سهیلا رضوی، بازیگر,"[{'text': 'سهیلا رضوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%87%DB%8C%D9%84%D8%A7_%D8%B1%D8%B6%D9%88%DB%8C'}]",9,6
1337.0,یاور تورنگ، تدوین‌گر,"[{'text': 'تدوین\u200cگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%AF%D9%88%DB%8C%D9%86%E2%80%8C%DA%AF%D8%B1'}, {'text': 'یاور تورنگ', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D9%88%D8%B1_%D8%AA%D9%88%D8%B1%D9%86%DA%AF'}]",9,6
1349.0,سیما تیرانداز، بازیگر,"[{'text': 'سیما تیرانداز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%D8%A7_%D8%AA%DB%8C%D8%B1%D8%A7%D9%86%D8%AF%D8%A7%D8%B2'}]",9,6
1370.0,یعقوب کریمی، فوتبالیست,"[{'text': 'یعقوب کریمی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B9%D9%82%D9%88%D8%A8_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C'}]",9,6
1347.0,زمین‌لرزه فردوس,[],10,6
1358.0,تخریب خانه باب پس از انقلاب ۱۳۵۷ ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خانه باب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%86%D9%87_%D8%A8%D8%A7%D8%A8'}]",10,6
1385.0,حادثه ۱۰ شهریور توپولف تو-۱۵۴,"[{'text': 'توپولف تو-۱۵۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%BE%D9%88%D9%84%D9%81_%D8%AA%D9%88-%DB%B1%DB%B5%DB%B4'}, {'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",10,6
1387.0,حادثه ۱۰ شهریور بل ۲۰۶ آموزشی هوانیروز ارتش جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",10,6
1388.0,حادثه ۱۰ شهریور فروند هواگرد آموزشی,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",10,6
1393.0,آغاز جام حذفی فوتبال ایران ۹۴–۱۳۹۳,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جام حذفی فوتبال ایران ۹۴–۱۳۹۳', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AD%D8%B0%D9%81%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B9%DB%B4%E2%80%93%DB%B1%DB%B3%DB%B9%DB%B3'}]",10,6
1396.0,واژگونی اتوبوس حامل دختران دانش‌آموز,"[{'text': 'واژگونی اتوبوس حامل دختران دانش\u200cآموز', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%DA%98%DA%AF%D9%88%D9%86%DB%8C_%D8%A7%D8%AA%D9%88%D8%A8%D9%88%D8%B3_%D8%AD%D8%A7%D9%85%D9%84_%D8%AF%D8%AE%D8%AA%D8%B1%D8%A7%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%E2%80%8C%D8%A2%D9%85%D9%88%D8%B2'}]",10,6
1318.0,به دنبال حمله آلمان به لهستان در تهران اعلامیه ای منتشر شد و دولت ایران اعلام بیطرفی کرد,[],11,6
1321.0,نام ادارهٔ امنیه به ادارهٔ ژاندارمری تغییر داده شد,[],11,6
1358.0,کشتار قارنا,"[{'text': 'کشتار قارنا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%82%D8%A7%D8%B1%D9%86%D8%A7'}]",11,6
1360.0,انتخاب محمدرضا مهدوی کنی به نخست‌وزیری پس از قتل رجایی و باهنر,"[{'text': 'محمدرضا مهدوی کنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%85%D9%87%D8%AF%D9%88%DB%8C_%DA%A9%D9%86%DB%8C'}]",11,6
1360.0,آغاز عملیات کوچک نصر در منطقه غرب تپه اللَّه اکبر، به‌طور مشترک,[],11,6
1365.0,آغاز عملیات کربلای ۲,"[{'text': 'عملیات کربلای ۲', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B2'}]",11,6
1385.0,رقابت ۱۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۲۰۰۷,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۱ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",11,6
1390.0,رقابت ۱۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال اندونزی در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۴ (آسیا),"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۱ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",11,6
1395.0,رقابت ۱۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آسیا),"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۱ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",11,6
1396.0,حادثه شهریور هواپیمایی زاگرس,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': 'هواپیمایی زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",11,6
1400.0,رقابت ۱۱ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۱ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",11,6
1286.0,مهدی بازرگان، اولین نخست وزیر ایران پس از انقلاب سال ۵۷,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'مهدی بازرگان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86'}]",11,6
1375.0,دارا حیایی ، بازیگر,[],11,6
1315.0,ایران درودی، نقاش، کارگردان فیلم، نویسنده، منتقد ادبی و استاد دانشگاه رشته تاریخ هنر,"[{'text': 'ایران درودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1%D9%88%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نویسنده', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%B3%D9%86%D8%AF%D9%87'}, {'text': 'کارگردان فیلم', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1%D8%AF%D8%A7%D9%86_%D9%81%DB%8C%D9%84%D9%85'}]",11,6
1320.0,محسن قاضی مرادی، بازیگر سینما و تلویزیون,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",11,6
1332.0,احمدشاه مسعود، فرمانده مجاهدین افغان بر ضد ارتش سرخ,"[{'text': 'احمدشاه مسعود', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B4%D8%A7%D9%87_%D9%85%D8%B3%D8%B9%D9%88%D8%AF'}, {'text': 'ارتش سرخ', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B3%D8%B1%D8%AE'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مجاهدین افغان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86_%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86'}]",11,6
1346.0,بابک تختی، ناشر و نویسنده,"[{'text': 'بابک تختی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9_%D8%AA%D8%AE%D8%AA%DB%8C'}, {'text': 'نویسنده', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%B3%D9%86%D8%AF%D9%87'}]",11,6
