day,month,person,details,person_links,year
8.0,12.0,محمدعلی اقبال,نماینده دوره نوزدهم مجلس شورای ملی,"[{'text': 'محمدعلی اقبال', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D9%82%D8%A8%D8%A7%D9%84'}]",1336
11.0,2.0,علی سهیلی,از نخست وزیران دوره پهلوی,"[{'text': 'علی سهیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B3%D9%87%DB%8C%D9%84%DB%8C'}]",1337
2.0,11.0,داریوش رفیعی,خواننده سبک سنتی,"[{'text': 'داریوش رفیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B1%D9%81%DB%8C%D8%B9%DB%8C'}]",1337
2.0,2.0,فضل‌الله دهش,ملقب به عطاءالملک، پدرش حاج محمدحسین شیرازی تاجر شیرازی بود. او در سال ۱۳۰۰ نخستین کارخانهٔ نساجی اصفهان را تأسیس کرد,"[{'text': 'فضل\u200cالله دهش', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D9%87%D8%B4'}]",1338
20.0,2.0,محمدابراهیم محقق,عالم دینی و مرجع تقلید منطقه‌ای در قزوین,[],1338
14.0,5.0,قمرالملوک وزیری,خوانندهٔ آوازهای موسیقی سنتی ایرانی,"[{'text': 'قمرالملوک وزیری', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%85%D8%B1%D8%A7%D9%84%D9%85%D9%84%D9%88%DA%A9_%D9%88%D8%B2%DB%8C%D8%B1%DB%8C'}]",1338
27.0,7.0,ابراهیم حکیمی,سیاستمدار و نخست‌وزیر دورهٔ محمدرضاشاه پهلوی,"[{'text': 'ابراهیم حکیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%AD%DA%A9%DB%8C%D9%85%DB%8C'}]",1338
13.0,10.0,نیما یوشیج,شاعر ایرانی، ملقب به «پدر شعر نوِ فارسی»,"[{'text': 'نیما یوشیج', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D9%85%D8%A7_%DB%8C%D9%88%D8%B4%DB%8C%D8%AC'}]",1338
19.0,2.0,محمدجواد انصاری همدانی,فقیه، مرجع تقلید، نویسنده و عارف برجسته ایرانی.,"[{'text': 'ری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1_%D8%B1%DB%8C'}, {'text': 'محمدجواد انصاری همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",1339
26.0,11.0,مهوش,بانوی خوانندهٔ ایرانی,"[{'text': 'مهوش', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D9%88%D8%B4'}]",1339
10.0,1.0,سید حسین طباطبائی بروجردی,مرجع تقلید (زاده ۱۲۵۴),"[{'text': 'سید حسین طباطبائی بروجردی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C'}]",1340
4.0,3.0,فرهاد ارژنگی,نوازنده تار (زاده ۱۳۱۷),"[{'text': 'فرهاد ارژنگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%A7%D8%B1%DA%98%D9%86%DA%AF%DB%8C'}]",1340
2.0,4.0,اوانس اوگانیانس,اولین کارگردان ایرانی - ارمنی(زاده ۱۲۸۰),"[{'text': 'اوانس اوگانیانس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%A7%D9%86%D8%B3_%D8%A7%D9%88%D9%87%D8%A7%D9%86%DB%8C%D8%A7%D9%86%D8%B3'}]",1340
6.0,5.0,صدیقه دولت‌آبادی,روزنامه‌نگار (زاده ۱۲۶۱),"[{'text': 'صدیقه دولت\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%DB%8C%D9%82%D9%87_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",1340
11.0,6.0,فضل‌الله زاهدی,نظامی و نخست‌وزیر ایران,"[{'text': 'فضل\u200cالله زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}]",1342
21.0,4.0,حسین علاء : سیاستمدار و نخست وزیر ایران در دوره پهلوی,,"[{'text': 'حسین علاء', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B9%D9%84%D8%A7%D8%A1'}]",1343
2.0,11.0,نظام وفا : شاعر ایرانی و استاد نیما یوشیج,,"[{'text': 'نظام وفا', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%A7%D9%85_%D9%88%D9%81%D8%A7_%D8%A2%D8%B1%D8%A7%D9%86%DB%8C'}, {'text': 'نیما یوشیج', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D9%85%D8%A7_%DB%8C%D9%88%D8%B4%DB%8C%D8%AC'}]",1343
22.0,8.0,سعید نفیسی,نویسنده، مترجم و شاعر ایرانی,"[{'text': 'سعید نفیسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D9%86%D9%81%DB%8C%D8%B3%DB%8C'}]",1345
24.0,11.0,فروغ فرخزاد,شاعر معاصر ایرانی,"[{'text': 'فروغ فرخزاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%BA_%D9%81%D8%B1%D8%AE%D8%B2%D8%A7%D8%AF'}]",1345
14.0,12.0,محمد مصدق,دولت‌مرد ایرانی و نخست‌وزیر ایران از ۱۳۳۰ تا ۱۳۳۲ (زادهٔ ۱۲۶۱),"[{'text': 'محمد مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}]",1345
17.0,10.0,غلامرضا تختی,کشتی‌گیر ایرانی (زاده ۱۳۰۹),"[{'text': 'غلامرضا تختی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%AA%D8%AE%D8%AA%DB%8C'}]",1346
21.0,7.0,حسین بهزاد,نقاش,"[{'text': 'حسین بهزاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D9%87%D8%B2%D8%A7%D8%AF'}]",1347
15.0,9.0,عین‌الله محمودی همدانی,پدر صنعت مخابرات ایران,"[{'text': 'عین\u200cالله محمودی همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",1347
6.0,8.0,حسین یاحقی,موسیقی دان و نوازنده ویولن,"[{'text': 'حسین یاحقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DB%8C%D8%A7%D8%AD%D9%82%DB%8C'}]",1347
24.0,8.0,رهی معیری,غزل سرای معاصر,"[{'text': 'رهی معیری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%87%DB%8C_%D9%85%D8%B9%DB%8C%D8%B1%DB%8C'}]",1347
1.0,12.0,سید محمد محقق داماد,فقیه و مجتهد,"[{'text': 'سید محمد محقق داماد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AD%D9%82%D9%82_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF'}]",1347
8.0,1.0,عبدالحسین سپنتا,کارگردان,"[{'text': 'عبدالحسین سپنتا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%BE%D9%86%D8%AA%D8%A7'}]",1348
22.0,4.0,خلیل ملکی,سیاستمدار,"[{'text': 'خلیل ملکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D9%85%D9%84%DA%A9%DB%8C'}]",1348
19.0,5.0,محمود جم,سیاستمدار,"[{'text': 'محمود جم', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AC%D9%85'}]",1348
6.0,6.0,سید ضیاءالدین طباطبایی,روزنامه‌نگار و نخست‌وزیر ایران در دوران قاجاریه,"[{'text': 'سید ضیاءالدین طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B6%DB%8C%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",1348
18.0,6.0,جلال آل احمد,روشنفکر، نویسنده و مترجم,"[{'text': 'جلال آل احمد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D8%A2%D9%84_%D8%A7%D8%AD%D9%85%D8%AF'}]",1348
8.0,11.0,سید حسن تقی‌زاده,سیاستمدار و از رهبران انقلاب مشروطه,"[{'text': 'سید حسن تقی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AA%D9%82%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1348
12.0,12.0,آقابزرگ تهرانی,کتاب‌شناس و پژوهشگر,"[{'text': 'آقابزرگ تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D8%A8%D8%B2%D8%B1%DA%AF_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",1348
16.0,2.0,بدیع‌الزمان فروزانفر,ادیب سرشناس ایرانی و استاد زبان و ادبیات فارسی,"[{'text': 'بدیع\u200cالزمان فروزانفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%81%D8%B1'}]",1349
12.0,4.0,عبدالحسین امینی معروف به علامه امینی,نویسنده کتاب الغدیر,"[{'text': 'عبدالحسین امینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",1349
3.0,12.0,ابوالحسن قزوینی,خواننده موسیقی ایرانی و صاحب یکی از قوی‌ترین صداها در آواز ایرانی,"[{'text': 'ابوالحسن قزوینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D9%82%D8%A8%D8%A7%D9%84%E2%80%8C%D8%A2%D8%B0%D8%B1'}]",1349
6.0,1.0,سید محمدتقی غضنفری خوانساری از فقها قرن چهاردهم,,"[{'text': 'سید محمدتقی غضنفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%BA%D8%B6%D9%86%D9%81%D8%B1%DB%8C'}]",1350
5.0,4.0,احمد متین دفتری,سیاستمدار ایرانی,"[{'text': 'احمد متین دفتری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AA%DB%8C%D9%86%E2%80%8C%D8%AF%D9%81%D8%AA%D8%B1%DB%8C'}]",1350
13.0,4.0,محمد معین,استاد زبان فارسی و پدیدآورندهٔ فرهنگ معین.,"[{'text': 'محمد معین', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B9%DB%8C%D9%86'}]",1350
4.0,6.0,علی‌اکبر فیاض,استاد ادبیات فارسی و مصحح تاریخ بیهقی,"[{'text': 'علی\u200cاکبر فیاض', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D9%81%DB%8C%D8%A7%D8%B6'}]",1350
16.0,7.0,سلطان الواعظین شیرازی اندیشمند,خطیب و از علمای شیعه قرن چهاردهم و نویسنده کتاب شب‌های پیشاور,"[{'text': 'اندیشمند', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D9%84%D8%B3%D9%88%D9%81'}, {'text': 'سلطان الواعظین شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D9%88%D8%A7%D8%B9%D8%B8%DB%8C%D9%86_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",1350
5.0,4.0,حسن زیرک,خواننده کُرد,"[{'text': 'حسن زیرک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B2%DB%8C%D8%B1%DA%A9'}]",1351
4.0,3.0,محمد حنیف نژاد  از بنیانگذاران سازمان مجاهدین خلق,,"[{'text': 'محمد حنیف نژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%86%DB%8C%D9%81%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",1351
4.0,3.0,سعید محسن  از بنیانگذاران سازمان مجاهدین خلق,,"[{'text': 'سعید محسن', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86'}]",1351
4.0,3.0,علی اصغر بدیع زادگان  از بنیانگذاران سازمان مجاهدین خلق,,"[{'text': 'علی اصغر بدیع زادگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86'}]",1351
4.0,3.0,رسول مشکین فام  از اعضای کادر مرکزی سازمان مجاهدین خلق,,"[{'text': 'رسول مشکین فام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D8%B4%DA%A9%DB%8C%D9%86%E2%80%8C%D9%81%D8%A7%D9%85'}]",1351
4.0,3.0,محمود عسگری زاده  از اعضای سازمان مجاهدین خلق,,"[{'text': 'محمود عسگری زاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D8%B3%DA%AF%D8%B1%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1351
25.0,2.0,مهدی الهی قمشه ای:فقیه,فیلسوف،عارف،شاعر و مترجم قرآن,"[{'text': 'مهدی الهی قمشه ای', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A7%D9%84%D9%87%DB%8C_%D9%82%D9%85%D8%B4%D9%87%E2%80%8C%D8%A7%DB%8C'}]",1352
19.0,8.0,محمد ساعد,سیاستمدار و نخست وزیر ایران در دوره پهلوی,"[{'text': 'محمد ساعد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B3%D8%A7%D8%B9%D8%AF_%D9%85%D8%B1%D8%A7%D8%BA%D9%87%E2%80%8C%D8%A7%DB%8C'}]",1352
29.0,11.0,خسرو گلسرخی,شاعر و نویسندهٔ انقلابی که توسط رژیم شاه تیرباران شد.,"[{'text': 'خسرو گلسرخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%DA%AF%D9%84%D8%B3%D8%B1%D8%AE%DB%8C'}]",1352
27.0,7.0,نورعلی الهی - عرف,فیلسوف و قاضی ایرانی,"[{'text': 'نورعلی الهی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A7%D9%84%D9%87%DB%8C'}]",1353
1.0,11.0,محمد قریب - بنیان‌گذار طب نوین کودکان در ایران,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'محمد قریب', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%B1%DB%8C%D8%A8'}]",1353
14.0,12.0,عباس شهریاری,عامل ایرانی ساواک,"[{'text': 'عباس شهریاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C'}]",1353
29.0,1.0,بیژن جزنی,فعال سیاسی چپ‌گرای ایرانی,"[{'text': 'بیژن جزنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AC%D8%B2%D9%86%DB%8C'}]",1354
17.0,5.0,سید محمدهادی حسینی میلانی,مرجع تقلید,[],1354
17.0,5.0,فریدون رهنما,شاعر، روزنامه‌نگار و سینماگر,"[{'text': 'فریدون رهنما', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%B1%D9%87%D9%86%D9%85%D8%A7'}]",1354
9.0,12.0,مجید وفادار,آهنگساز و نوازنده ویولن,"[{'text': 'مجید وفادار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%88%D9%81%D8%A7%D8%AF%D8%A7%D8%B1'}]",1354
19.0,4.0,عبدالحسین میرسپاسی,روانپزشک |ایرانی (ز. ۱۲۸۶),"[{'text': 'عبدالحسین میرسپاسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%B3%D9%BE%D8%A7%D8%B3%DB%8C'}]",1355
1.0,5.0,افشین مقدم,خواننده,"[{'text': 'افشین مقدم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%B4%DB%8C%D9%86_%D9%85%D9%82%D8%AF%D9%85'}]",1355
13.0,6.0,محسن هشترودی,ریاضی‌دان، فیلسوف و شاعر,"[{'text': 'محسن هشترودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%87%D8%B4%D8%AA%D8%B1%D9%88%D8%AF%DB%8C'}]",1355
19.0,9.0,حاج آقا رحیم ارباب,از علمای اصفهان,"[{'text': 'حاج آقا رحیم ارباب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D8%A7%D8%B1%D8%A8%D8%A7%D8%A8'}]",1355
30.0,10.0,نورعلی برومند,استاد موسیقی و نوازنده (ز. ۱۲۸۵),"[{'text': 'نورعلی برومند', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF'}]",1355
29.0,3.0,علی شریعتی,نویسنده، روشنفکر، جامعه‌شناس و پژوهشگر دینی,"[{'text': 'علی شریعتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C'}]",1356
26.0,6.0,واروژان,آهنگساز و تنظیم‌کننده,"[{'text': 'واروژان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D8%B1%D9%88%DA%98%D8%A7%D9%86'}]",1356
1.0,8.0,سید مصطفی خمینی,فرزند بزرگ روح‌الله خمینی,"[{'text': 'سید مصطفی خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]",1356
4.0,9.0,منوچهر اقبال,نخست‌وزیر ایران,"[{'text': 'منوچهر اقبال', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A7%D9%82%D8%A8%D8%A7%D9%84'}]",1356
15.0,1.0,اسدالله علم,نخست‌وزیر و وزیر دربار,"[{'text': 'اسدالله علم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85'}]",1357
23.0,7.0,نورالدین اشنی,فقیه,"[{'text': 'نورالدین اشنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D9%86%DB%8C'}]",1357
23.0,11.0,عبدالعلی بدره‌ای,آخرین فرمانده نیروی زمینی شاهنشاهی ایران و فرمانده گارد جاویدان شاهنشاهی بود.,"[{'text': 'عبدالعلی بدره\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D9%84%DB%8C_%D8%A8%D8%AF%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C'}]",1357
26.0,11.0,نعمت‌الله نصیری,سومین رئیس سازمان ساواک (ز. ۱۲۸۹),"[{'text': 'نعمت\u200cالله نصیری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%86%D8%B5%DB%8C%D8%B1%DB%8C'}]",1357
26.0,11.0,رضا ناجی,فرماندار نظامی اصفهان,"[{'text': 'رضا ناجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D8%A7%D8%AC%DB%8C'}]",1357
26.0,11.0,منوچهر خسروداد,نظامی و آخرین فرمانده هوانیروز (ز. ۱۳۰۶),"[{'text': 'منوچهر خسروداد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AE%D8%B3%D8%B1%D9%88%D8%AF%D8%A7%D8%AF'}]",1357
17.0,12.0,جعفر قلی صدری,رئیس شهربانی (ز. ۱۲۹۰),"[{'text': 'جعفر قلی صدری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1%D9%82%D9%84%DB%8C_%D8%B5%D8%AF%D8%B1%DB%8C'}]",1357
22.0,12.0,نادر جهانبانی,نظامی (ز. ۱۳۰۷),"[{'text': 'نادر جهانبانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C'}]",1357
18.0,1.0,امیرعباس هویدا,نخست وزیر دوره پهلوی (اعدام),"[{'text': 'امیرعباس هویدا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%A8%D8%A7%D8%B3_%D9%87%D9%88%DB%8C%D8%AF%D8%A7'}]",1358
20.0,1.0,منوچهر آزمون,سیاست‌مدار دوره پهلوی (اعدام),"[{'text': 'منوچهر آزمون', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%B2%D9%85%D9%88%D9%86'}]",1358
22.0,1.0,"غلامرضا نیک‌پی (اعدام), شهردار تهران",,"[{'text': 'غلامرضا نیک\u200cپی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D9%BE%DB%8C'}]",1358
22.0,1.0,"علی نشاط فرمانده (اعدام), گارد جاویدان",,"[{'text': 'علی نشاط', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%D8%B4%D8%A7%D8%B7'}, {'text': 'گارد جاویدان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%A7%D8%B1%D8%AF_%D8%AC%D8%A7%D9%88%DB%8C%D8%AF%D8%A7%D9%86'}]",1358
22.0,1.0,حسینعلی بیات (اعدام),نماینده مجلس شورای ملی,"[{'text': 'حسینعلی بیات', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D8%B9%D9%84%DB%8C_%D8%A8%DB%8C%D8%A7%D8%AA'}]",1358
22.0,1.0,"علی حجت کاشانی (اعدام), رئیس تربیت بدنی",,"[{'text': 'علی حجت کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%AC%D8%AA_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",1358
22.0,1.0,"عباسعلی خلعتبری (اعدام), وزیر امور خارجه کابینه هویدا و آموزگار",,"[{'text': 'عباسعلی خلعتبری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%AE%D9%84%D8%B9%D8%AA%D8%A8%D8%B1%DB%8C'}, {'text': 'وزیر امور خارجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%A7%D9%85%D9%88%D8%B1_%D8%AE%D8%A7%D8%B1%D8%AC%D9%87'}]",1358
22.0,1.0,منصور روحانی (اعدام),وزیر برق و کشاورزی کابینه هویدا,"[{'text': 'منصور روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}]",1358
22.0,1.0,محمد علی علامه وحیدی (اعدام),نیابت تولیت مدرسه سپهسالار,"[{'text': 'محمد علی علامه وحیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B9%D9%84%D8%A7%D9%85%D9%87_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C'}]",1358
22.0,1.0,"محمد تقی مجیدی (اعدام), رئیس اسبق دادگاه نظامی",,"[{'text': 'محمد تقی مجیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AC%DB%8C%D8%AF%DB%8C'}]",1358
