year,title,links,day,month
1334,تصویب لایحه الحاق ایران به پیمان دفاعی بغداد (شامل کشورهای انگلستان، ترکیه، عراق، پاکستان) در مجلس سنا,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'لایحه', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%DB%8C%D8%AD%D9%87'}, {'text': 'مجلس سنا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%86%D8%A7'}, {'text': 'پاکستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}]",26,7
1350,جمعیت کل کشور ۳۰ میلیون و ۲۰ هزار نفر (۱۲ میلیون و ۳۹۸ هزار نفر شهری و ۱۷ میلیون و ۶۲۲ هزار نفر روستایی) اعلام شد.,[],26,7
1380,گشایش موزه محمود فرشچیان، نگارگر معصر، در مجموعه فرهنگی تاریخی سعدآباد تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'مجموعه فرهنگی تاریخی سعدآباد', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%AE%E2%80%8C%D9%85%D9%88%D8%B2%D9%87_%D8%B3%D8%B9%D8%AF%D8%A2%D8%A8%D8%A7%D8%AF'}, {'text': 'محمود فرشچیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%81%D8%B1%D8%B4%DA%86%DB%8C%D8%A7%D9%86'}, {'text': 'نگارگر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4%DB%8C'}]",26,7
1380,اعطای جایزه علمی یونسکو به «سیما رأفتی سیدی یزدی»، استاد ایمونولوژی مؤسسه پاسور ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایمونولوژی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%85%D9%86%DB%8C%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",26,7
1381,پرده برداری از آخرین تابلوی نگارگری استاد محمود فرشچیان، موسوم به تابلوی علی‌اصغر در کاخ موزه سعدآباد,"[{'text': 'محمود فرشچیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%81%D8%B1%D8%B4%DA%86%DB%8C%D8%A7%D9%86'}, {'text': 'نگارگر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4%DB%8C'}, {'text': 'نگارگری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DA%AF%D8%A7%D8%B1%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C'}, {'text': 'کاخ موزه سعدآباد', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%AE%E2%80%8C%D9%85%D9%88%D8%B2%D9%87_%D8%B3%D8%B9%D8%AF%D8%A2%D8%A8%D8%A7%D8%AF'}]",26,7
1388,بمب‌گذاری انتحاری در پیشین,"[{'text': 'بمب\u200cگذاری انتحاری در پیشین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%E2%80%8C%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C_%D8%A7%D9%86%D8%AA%D8%AD%D8%A7%D8%B1%DB%8C_%D8%AF%D8%B1_%D9%BE%DB%8C%D8%B4%DB%8C%D9%86'}]",26,7
1390,حادثه پرواز شماره ۷۴۳ ایران‌ایر,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پرواز شماره ۷۴۳ ایران\u200cایر', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B7%DB%B4%DB%B3_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%E2%80%8C%D8%A7%DB%8C%D8%B1'}]",26,7
1362,آغاز عملیات والفجر ۴,"[{'text': 'عملیات والفجر ۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%88%D8%A7%D9%84%D9%81%D8%AC%D8%B1_%DB%B4'}]",27,7
1362,تصویب اساسنامه صدا و سیمای جمهوری اسلامی ایران,"[{'text': 'اساسنامه', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'صدا و سیمای جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D8%B5%D8%AF%D8%A7_%D9%88_%D8%B3%DB%8C%D9%85%D8%A7%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",27,7
1396,حادثه مهر هواپیمایی زاگرس,"[{'text': 'هواپیمایی زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",27,7
1400,آغاز لیگ برتر فوتبال ایران ۰۱–۱۴۰۰,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لیگ برتر فوتبال ایران ۰۱–۱۴۰۰', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%DA%AF_%D8%A8%D8%B1%D8%AA%D8%B1_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B0%DB%B1%E2%80%93%DB%B1%DB%B4%DB%B0%DB%B0'}]",27,7
1227,آغاز صدراعظمی امیرکبیر به فرمان ناصرالدین شاه,"[{'text': 'امیرکبیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'صدراعظم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%D8%B1%D8%A7%D8%B9%D8%B8%D9%85'}, {'text': 'ناصرالدین شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]",28,7
1386,حادثه ۲۸ مهر بل ای‌اچ-۱ کبرا هوانیروز ارتش جمهوری اسلامی ایران,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': '۸ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D9%85%D9%87%D8%B1'}]",28,7
1390,سیل مهر شمال ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",29,7
1397,طوفان مهران,[],29,7
1359,دیدار کمیته حسن نیت سازمان کنفرانس اسلامی شامل حبیب شطی، یاسر عرفات و محمد ضیاء الحق با خمینی به‌منظور میانجیگری در جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'حبیب شطی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8_%D8%B4%D8%B7%DB%8C'}, {'text': 'خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سازمان کنفرانس اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'محمد ضیاء الحق', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B6%DB%8C%D8%A7%D8%A1%D8%A7%D9%84%D8%AD%D9%82'}, {'text': 'یاسر عرفات', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%B3%D8%B1_%D8%B9%D8%B1%D9%81%D8%A7%D8%AA'}]",29,7
222,یزدگرد اول، پادشاه ساسانی اعلام کرد که در مناسباتش با دولت روم، مذاکره و صلح را به جنگ ترجیح می‌دهد.,"[{'text': 'جنگ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF'}, {'text': 'ساسانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%B3%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}, {'text': 'صلح', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D9%84%D8%AD'}, {'text': 'مذاکره', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B0%D8%A7%DA%A9%D8%B1%D9%87'}, {'text': 'پادشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%AF%D8%B4%D8%A7%D9%87'}, {'text': 'یزدگرد اول', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B2%D8%AF%DA%AF%D8%B1%D8%AF_%DB%8C%DA%A9%D9%85'}]",29,7
1326,مصدق، حائری زاده، صالح، هدایتی، علوی، حسین مکی دولت رزم آرا را به علت تعلل در استیفای حقوق ملت ایران و عدم اجرای قانون، در مورد نفت جنوب استیضاح نمودند.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حسین مکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DA%A9%DB%8C'}]",29,7
1332,اعلام آمادگی آنتونی ایدن، وزیر امور خارجه بریتانیا، برای تجدید روابط سیاسی کشورش با ایران,"[{'text': 'آنتونی ایدن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%86%D8%AA%D9%88%D9%86%DB%8C_%D8%A7%DB%8C%D8%AF%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'وزیر امور خارجه بریتانیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%A7%D9%85%D9%88%D8%B1_%D8%AE%D8%A7%D8%B1%D8%AC%D9%87_%D8%A8%D8%B1%DB%8C%D8%AA%D8%A7%D9%86%DB%8C%D8%A7'}]",29,7
1333,تصویب قرارداد نفت با کنسرسیوم در مجلس شورای ملی با ۵ رأی مخالف,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",29,7
1337,تصویب لایحه از کجا آورده‌ای در مجلس شورای ملی,"[{'text': 'لایحه', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%DB%8C%D8%AD%D9%87'}, {'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",29,7
1357,تظاهرات ضدسلطنتی دانشجویان در دانشگاه‌های تهران و ملی (دانشگاه شهید بهشتی کنونی),"[{'text': 'دانشجو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88'}, {'text': 'دانشگاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87'}, {'text': 'دانشگاه شهید بهشتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%B4%D9%87%DB%8C%D8%AF_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C'}]",29,7
1357,تحصن علمای حوزه علمیه قم در مدرسه خان، برای اعتراض به فاجعه مسجد جامع کرمان,"[{'text': 'حوزه علمیه قم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%88%D8%B2%D9%87_%D8%B9%D9%84%D9%85%DB%8C%D9%87_%D9%82%D9%85'}, {'text': 'مدرسه خان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AF%D8%B1%D8%B3%D9%87_%D8%AE%D8%A7%D9%86'}, {'text': 'مسجد جامع کرمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%AC%D8%A7%D9%85%D8%B9_%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}]",29,7
1357,اعتصاب کارکنان وزارت کشور و پالایشگاه نفت تهران و بانک ایران و انگلیس,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'وزارت کشور', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%DA%A9%D8%B4%D9%88%D8%B1'}, {'text': 'پالایشگاه نفت تهران', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%86%D9%81%D8%AA_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",29,7
1380,اعطای جایزه کتاب سال ۲۰۰۱ سوئیس به محمدرضا بایرامی، نویسنده,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'محمدرضا بایرامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%A8%D8%A7%DB%8C%D8%B1%D8%A7%D9%85%DB%8C'}, {'text': 'نویسنده', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%B3%D9%86%D8%AF%D9%87'}]",29,7
1380,کسب مقام اول جشنواره بین‌المللی طنز آندرومدا ایتالیا، توسط بهرام عظیمی، کاریکاتوریست,"[{'text': 'ایتالیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%AA%D8%A7%D9%84%DB%8C%D8%A7'}, {'text': 'بهرام عظیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%D8%B8%DB%8C%D9%85%DB%8C'}, {'text': 'کاریکاتوریست', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B1%DB%8C%DA%A9%D8%A7%D8%AA%D9%88%D8%B1'}]",29,7
1380,اعطای قلم زرین چهل و دومین دو سالانه تصویرگری بلگراد به رضا یوسف‌زاده، تصویرگر,"[{'text': 'بلگراد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%84%DA%AF%D8%B1%D8%A7%D8%AF'}, {'text': 'تصویرگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D9%88%DB%8C%D8%B1%DA%AF%D8%B1'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",29,7
964,اعزام شدن حمزه میرزای صفوی، با لشکریان محلی اصفهان، فارس، یزد و کرمان، به سمت مرزهای شمالی، برای جنگ با عثمانی,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'حمزه میرزای صفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'لشکریان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B4%DA%A9%D8%B1%DB%8C%D8%A7%D9%86'}, {'text': 'کرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}, {'text': 'یزد', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B2%D8%AF'}]",30,7
1304,گسترش مخالف و تظاهرات ضد سلطنت قاجار، با حمایت رضا خان (سردار سپه) و فرماندهان نظامی او، در شهرهای ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضا خان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'سردار سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'سلطنت', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%AF%D8%B4%D8%A7%D9%87%DB%8C'}, {'text': 'قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1%DB%8C'}, {'text': 'مخالف', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AE%D8%A7%D9%84%D9%81'}]",30,7
1305,آغاز استفاده از تلفن در عمارت جدید تلفنخانه تهران,"[{'text': 'تلفن', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%81%D9%86'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عمارت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%B1%D8%AA'}]",30,7
1313,تغییر نام خیابان علاالدوله تهران به خیابان فردوسی، برای تجلیل از خدمات حکیم ابوالقاسم فردوسی، شاعر حماسه‌سرا,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'حکیم ابوالقاسم فردوسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C'}, {'text': 'خدمات', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA'}, {'text': 'خیابان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86'}, {'text': 'خیابان فردوسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C'}, {'text': 'شاعر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%B9%D8%B1'}, {'text': 'علاالدوله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%B4%D9%85%D9%86%E2%80%8C%D8%B2%DB%8C%D8%A7%D8%B1'}]",30,7
1331,اعلام قطع روابط سیاسی ایران و انگلستان توسط سیدحسین فاطمی، وزیر امور خارجه دولت وقت ایران,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دولت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA'}, {'text': 'سیدحسین فاطمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D8%A7%D8%B7%D9%85%DB%8C'}, {'text': 'وزیر امور خارجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%A7%D9%85%D9%88%D8%B1_%D8%AE%D8%A7%D8%B1%D8%AC%D9%87'}]",30,7
1332,تمدید حکومت نظامی به مدت ۳ ماه دیگر در استان‌های خوزستان، گیلان، اصفهان و فارس,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'حکومت نظامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%DA%A9%D9%88%D9%85%D8%AA_%D9%86%D8%B8%D8%A7%D9%85%DB%8C'}, {'text': 'خوزستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'گیلان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%DB%8C%D9%84%D8%A7%D9%86'}]",30,7
1334,تصویب لایحه الحاق ایران به پیمان دفاعی بغداد (شامل کشورهای انگلستان، ترکیه، عراق و پاکستان) توسط مجلس شورای ملی، به تبعیت از مجلس سنا,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بغداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'تصویب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'لایحه', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%DB%8C%D8%AD%D9%87'}, {'text': 'مجلس سنا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%86%D8%A7'}, {'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}, {'text': 'پاکستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}]",30,7
1342,لغو حکومت نظامی در تهران، چهار ماه و نیم پس از قیام پانزده خرداد، در زمان نخست‌وزیری اسدالله علم,"[{'text': 'اسدالله علم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'حکومت نظامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%DA%A9%D9%88%D9%85%D8%AA_%D9%86%D8%B8%D8%A7%D9%85%DB%8C'}, {'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': 'قیام پانزده خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%DB%8C%D8%A7%D9%85_%DB%B1%DB%B5_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'نخست\u200cوزیر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%AE%D8%B3%D8%AA%E2%80%8C%D9%88%D8%B2%DB%8C%D8%B1'}]",30,7
1364,آغاز عملیات عاشورا ۴، در غرب دریاچه ام‌النعاج در هورالهویزه,"[{'text': 'دریاچه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87'}, {'text': 'عاشورا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%D8%A7'}, {'text': 'غرب', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B1%D8%A8'}, {'text': 'هورالهویزه', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D8%B8%DB%8C%D9%85'}]",30,7
1374,آغاز فعالیت شبکه پیام سیمای جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جمهوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C'}, {'text': 'شبکه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%DA%A9%D9%87'}]",30,7
