year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english
1381,4,6,نبی سروری,کشتی‌گیر و مربی کشتی آزاد,"[{'text': 'نبی سروری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%DB%8C_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A8%DB%8C_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C,2002,06,27,https://en.wikipedia.org/wiki/Nabi_Sorouri
1381,11,4,عباس ناظری نیک,بازیگر,"[{'text': 'عباس ناظری نیک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D9%86%D8%A7%D8%B8%D8%B1%DB%8C_%D9%86%DB%8C%DA%A9'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D9%86%D8%A7%D8%B8%D8%B1%DB%8C_%D9%86%DB%8C%DA%A9,2003,01,24,<No English page found>
1381,11,9,یوسف صفوت,نخستین استاد ملی و قهرمان رسمی شطرنج ایران,"[{'text': 'یوسف صفوت', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%D8%B5%D9%81%D9%88%D8%AA'}]",https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%D8%B5%D9%81%D9%88%D8%AA,2003,01,29,https://en.wikipedia.org/wiki/Yousof_Safvat
1381,11,9,محمداسماعیل دولابی,عارف اهل ایران,"[{'text': 'محمداسماعیل دولابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%AF%D9%88%D9%84%D8%A7%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%AF%D9%88%D9%84%D8%A7%D8%A8%DB%8C,2003,01,29,<No English page found>
1381,11,9,محمد کرمی‌زاده,روحانی اهل ایران,"[{'text': 'محمد کرمی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D8%B1%D9%85%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D8%B1%D9%85%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,2003,01,29,<No English page found>
1381,8,19,صفر قهرمانیان,افسر فرقه دموکرات آذربایجان و زندانی سیاسی,"[{'text': 'صفر قهرمانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D9%81%D8%B1_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B5%D9%81%D8%B1_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86,2002,11,10,https://en.wikipedia.org/wiki/Safar_Ghahremani
1382,1,11,محسن نوربخش,رئیس کل بانک مرکزی، وزیر اقتصاد و دارایی در دولت اول اکبر هاشمی رفسنجانی,"[{'text': 'محسن نوربخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D9%86%D9%88%D8%B1%D8%A8%D8%AE%D8%B4'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D9%86%D9%88%D8%B1%D8%A8%D8%AE%D8%B4,2003,03,31,https://en.wikipedia.org/wiki/Mohsen_Nourbakhsh
1382,1,13,کاوه گلستان,فیلم‌بردار,"[{'text': 'کاوه گلستان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%88%D9%87_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%88%D9%87_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86,2003,04,02,https://en.wikipedia.org/wiki/Kaveh_Golestan
1382,1,20,واهان بیجانیان,لابراتوار فیلمساز,"[{'text': 'واهان بیجانیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%87%D8%A7%D9%86_%D8%A8%DB%8C%D8%AC%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%87%D8%A7%D9%86_%D8%A8%DB%8C%D8%AC%D8%A7%D9%86%DB%8C%D8%A7%D9%86,2003,04,09,<No English page found>
1382,3,3,عماد رام,آهنگساز و خواننده,"[{'text': 'عماد رام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF_%D8%B1%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF_%D8%B1%D8%A7%D9%85,2003,05,24,<No English page found>
1382,4,10,حسین فکری,بازیکن و مربی فوتبال,"[{'text': 'حسین فکری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%DA%A9%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%DA%A9%D8%B1%DB%8C,2003,07,01,https://en.wikipedia.org/wiki/Hossein_Fekri
1382,4,20,زهرا کاظمی,عکاس ساکن کانادا,"[{'text': 'زهرا کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C,2003,07,11,https://en.wikipedia.org/wiki/Zahra_Kazemi
1382,4,23,امانوئل ملیک اصلانیان,پیانیست و آهنگساز ارمنی‌تبار,"[{'text': 'امانوئل ملیک اصلانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%D9%88%D8%A6%D9%84_%D9%85%D9%84%DB%8C%DA%A9_%D8%A2%D8%B5%D9%84%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%D9%88%D8%A6%D9%84_%D9%85%D9%84%DB%8C%DA%A9_%D8%A2%D8%B5%D9%84%D8%A7%D9%86%DB%8C%D8%A7%D9%86,2003,07,14,https://en.wikipedia.org/wiki/Emanuel_Melik-Aslanian
1382,4,23,بابا صفری,تاریخنگار,"[{'text': 'بابا صفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%D8%A7_%D8%B5%D9%81%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%D8%A7_%D8%B5%D9%81%D8%B1%DB%8C,2003,07,14,<No English page found>
1382,4,23,کیوان تابش,کشته شد,"[{'text': 'کیوان تابش', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D8%A7%D9%86_%D8%AA%D8%A7%D8%A8%D8%B4'}]",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D8%A7%D9%86_%D8%AA%D8%A7%D8%A8%D8%B4,2003,07,14,<No English page found>
1382,6,15,منوچهر جراح‌زاده,روزنامه‌نگار و شاعر,"[{'text': 'منوچهر جراح\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AC%D8%B1%D8%A7%D8%AD%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AC%D8%B1%D8%A7%D8%AD%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,2003,09,06,<No English page found>
1382,6,16,سید حسین بدلا,فقیه و اصولی شیعه,"[{'text': 'سید حسین بدلا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%AF%D9%84%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%AF%D9%84%D8%A7,2003,09,07,<No English page found>
1382,8,4,ویگن,خواننده و هنرپیشه (زاده ۱۳۰۸),"[{'text': 'ویگن', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%AF%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%AF%D9%86,2003,10,26,https://en.wikipedia.org/wiki/Viguen
1382,9,5,صادق خلخالی,قاضی دادگاه انقلاب و مشکوک به اینکه قاتل امیرعباس هویدا است,"[{'text': 'صادق خلخالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%AE%D9%84%D8%AE%D8%A7%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%AE%D9%84%D8%AE%D8%A7%D9%84%DB%8C,2003,11,26,https://en.wikipedia.org/wiki/Sadegh_Khalkhali
1382,9,14,منوچهر طاهرزاده,آهنگساز، خواننده سبک پاپ و نوازنده ویلون و سه تار,"[{'text': 'منوچهر طاهرزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B7%D8%A7%D9%87%D8%B1%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B7%D8%A7%D9%87%D8%B1%D8%B2%D8%A7%D8%AF%D9%87,2003,12,05,<No English page found>
1382,9,25,منوچهر کی‌مرام,فیلم‌نامه‌نویس,"[{'text': 'منوچهر کی\u200cمرام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%DA%A9%DB%8C%E2%80%8C%D9%85%D8%B1%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%DA%A9%DB%8C%E2%80%8C%D9%85%D8%B1%D8%A7%D9%85,2003,12,16,<No English page found>
1382,11,10,فؤاد روحانی,مترجم ایرانی و کارشناس ارشد مسائل نفت,"[{'text': 'فؤاد روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A4%D8%A7%D8%AF_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%A4%D8%A7%D8%AF_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C,2004,01,30,https://en.wikipedia.org/wiki/Fuad_Rouhani
1382,12,29,مهدی فتحی,بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی فتحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D9%81%D8%AA%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D9%81%D8%AA%D8%AD%DB%8C,2004,03,19,https://en.wikipedia.org/wiki/Mehdi_Fat%27hi
1383,1,9,سید حسن حسینی,شاعر,"[{'text': 'سید حسن حسینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C,2004,03,28,<No English page found>
1383,1,12,ژاله کاظمی,دوبلور، نقاش و مجری و تهیه‌کننده سابق تلویزیون,"[{'text': 'ژاله کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%84%D9%87_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%84%D9%87_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C,2004,03,31,https://en.wikipedia.org/wiki/Zhaleh_Kazemi
1383,2,11,کیومرث صابری فومنی,نویسنده و طنزنویس، بنیانگذار مؤسسه گل آقا (زاده ۱۳۲۰),"[{'text': 'کیومرث صابری فومنی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C_%D9%81%D9%88%D9%85%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C_%D9%81%D9%88%D9%85%D9%86%DB%8C,2004,04,30,https://en.wikipedia.org/wiki/Kioumars_Saberi_Foumani
1383,2,22,عبدالرضا پهلوی,فرزند رضاشاه,"[{'text': 'عبدالرضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C,2004,05,11,https://en.wikipedia.org/wiki/Abdul_Reza_Pahlavi
1383,2,29,فرزانه نوایی,نوازنده چنگ,"[{'text': 'فرزانه نوایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B2%D8%A7%D9%86%D9%87_%D9%86%D9%88%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B2%D8%A7%D9%86%D9%87_%D9%86%D9%88%D8%A7%DB%8C%DB%8C,2004,05,18,<No English page found>
1383,3,21,لوریک میناسیان,هنرپیشه سینما و تلویزیون ایرانی,"[{'text': 'لوریک میناسیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%88%D8%B1%DB%8C%DA%A9_%D9%85%DB%8C%D9%86%D8%A7%D8%B3%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%84%D9%88%D8%B1%DB%8C%DA%A9_%D9%85%DB%8C%D9%86%D8%A7%D8%B3%DB%8C%D8%A7%D9%86,2004,06,10,<No English page found>
1383,5,14,حسین پناهی,شاعر، بازیگر,"[{'text': 'حسین پناهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%BE%D9%86%D8%A7%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%BE%D9%86%D8%A7%D9%87%DB%8C,2004,08,04,https://en.wikipedia.org/wiki/Hossein_Panahi
1383,6,16,داود کریمی,از فرماندهان ایران در جنگ ایران و عراق و زندانی سیاسی,"[{'text': 'داود کریمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C,2004,09,06,<No English page found>
1383,9,25,ابوالقاسم تفضلی,حقوقدان,"[{'text': 'ابوالقاسم تفضلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AA%D9%81%D8%B6%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AA%D9%81%D8%B6%D9%84%DB%8C,2004,12,15,<No English page found>
1384,1,3,سید جلال‌الدین میری آشتیانی,فیلسوف (زاده ۱۳۰۴),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید جلال\u200cالدین میری آشتیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C,2005,03,23,https://en.wikipedia.org/wiki/Sayyed_Jalal-ed-Din_Ashtiani
1384,1,4,محمد مددپور,نویسنده و پژوهشگر,"[{'text': 'محمد مددپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AF%D8%AF%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AF%D8%AF%D9%BE%D9%88%D8%B1,2005,03,24,<No English page found>
1384,2,27,کسری وفاداری,پژوهشگرِ فرهنگ و تاریخ، استادِ دانشگاه و فعالِ فرهنگی,"[{'text': 'کسری وفاداری', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B3%D8%B1%DB%8C_%D9%88%D9%81%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%B3%D8%B1%DB%8C_%D9%88%D9%81%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C,2005,05,17,<No English page found>
1384,3,3,محمدرضا آقاسی,شاعر,"[{'text': 'محمدرضا آقاسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%A2%D9%82%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%A2%D9%82%D8%A7%D8%B3%DB%8C,2005,05,24,<No English page found>
1384,4,18,کریم امامی,نویسنده و مترجم (زاده ۱۳۰۹),"[{'text': 'کریم امامی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%85%D8%A7%D9%85%DB%8C,2005,07,09,https://en.wikipedia.org/wiki/Karim_Emami
1384,4,26,مجتبی میرزاده,نوازنده,"[{'text': 'مجتبی میرزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%D9%87,2005,07,17,https://en.wikipedia.org/wiki/Mojtaba_Mirzadeh
1384,5,1,اکبر دودکار,بازیگر,"[{'text': 'اکبر دودکار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AF%D9%88%D8%AF%DA%A9%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AF%D9%88%D8%AF%DA%A9%D8%A7%D8%B1,2005,07,23,<No English page found>
1384,5,7,محمدتقی بهلول,مجتهد و عارف,"[{'text': 'محمدتقی بهلول', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D9%84%D9%88%D9%84'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D9%84%D9%88%D9%84,2005,07,29,<No English page found>
1384,5,11,حسن احمدی مقدس,قاضی دادگاه انقلاب تهران,"[{'text': 'حسن احمدی مقدس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%D9%85%D9%82%D8%AF%D8%B3'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%D9%85%D9%82%D8%AF%D8%B3,2005,08,02,https://en.wikipedia.org/wiki/Masoud_Ahmadi_Moghaddasi
1384,6,16,منصوره قصری,خواننده,"[{'text': 'منصوره قصری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%87_%D9%82%D8%B5%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%87_%D9%82%D8%B5%D8%B1%DB%8C,2005,09,07,<No English page found>
1384,6,25,جعفر پتگر,نقاش,"[{'text': 'جعفر پتگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D8%AA%DA%AF%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D8%AA%DA%AF%D8%B1,2005,09,16,<No English page found>
1384,6,28,حسین شکوئی,جغرافی‌دان و بنیان‌گذار گروه جغرافیای دانشگاه ملی (ز. ۱۳۱۲),"[{'text': 'حسین شکوئی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DA%A9%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DA%A9%D9%88%DB%8C%DB%8C,2005,09,19,<No English page found>
1384,8,14,نعمت‌الله آغاسی,خواننده (زاده ۱۳۱۸),"[{'text': 'نعمت\u200cالله آغاسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A2%D8%BA%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A2%D8%BA%D8%A7%D8%B3%DB%8C,2005,11,05,https://en.wikipedia.org/wiki/Nematollah_Aghasi
1384,8,29,منوچهر آتشی,شاعر و مترجم معاصر,"[{'text': 'منوچهر آتشی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%AA%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%AA%D8%B4%DB%8C,2005,11,20,https://en.wikipedia.org/wiki/Manouchehr_Atashi
1384,9,5,مرتضی ممیز,طراح گرافیک و تصویرگر,"[{'text': 'مرتضی ممیز', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D9%85%DB%8C%D8%B2'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D9%85%DB%8C%D8%B2,2005,11,26,https://en.wikipedia.org/wiki/Morteza_Momayez
1384,10,14,سعید کاظمی آشتیانی,بنیان‌گذار پژوهشگاه رویان,"[{'text': 'سعید کاظمی آشتیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C,2006,01,04,<No English page found>
1384,10,25,غلامرضا طباطبایی,بازیگر,"[{'text': 'غلامرضا طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C,2006,01,15,<No English page found>
1384,11,19,علی فلسفی,خطیب و مجتهد,"[{'text': 'علی فلسفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%81%D9%84%D8%B3%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%81%D9%84%D8%B3%D9%81%DB%8C,2006,02,08,<No English page found>
1385,1,1,سروش خلیلی,بازیگر,"[{'text': 'سروش خلیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D9%88%D8%B4_%D8%AE%D9%84%DB%8C%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D9%88%D8%B4_%D8%AE%D9%84%DB%8C%D9%84%DB%8C,2006,03,21,<No English page found>
1385,1,6,منوچهر همایون‌پور,خواننده,"[{'text': 'منوچهر همایون\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1,2006,03,26,<No English page found>
1385,1,13,علی‌اکبر صنعتی,نقاش و مجسمه‌ساز,"[{'text': 'علی\u200cاکبر صنعتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B5%D9%86%D8%B9%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B5%D9%86%D8%B9%D8%AA%DB%8C,2006,04,02,<No English page found>
1385,1,27,پوپک گلدره,بازیگر,"[{'text': 'پوپک گلدره', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D9%BE%DA%A9_%DA%AF%D9%84%D8%AF%D8%B1%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D9%BE%DA%A9_%DA%AF%D9%84%D8%AF%D8%B1%D9%87,2006,04,16,https://en.wikipedia.org/wiki/Poopak_Goldarreh
